b21	b10	a01	a12	syl
m	i	e	l	true
m	i	e	m	true
m	i	e	n	true
m	i	e	r	false
m	i	e	r	true
m	i	e	s	true
m	i	e	u	false
m	i	e	z	false
m	i	e	z	true
m	i	e	ș	true
m	i	f	a	true
m	i	f	e	true
m	i	f	i	true
m	i	f	l	true
m	i	f	o	true
m	i	f	u	true
m	i	g	a	true
m	i	g	d	false
m	i	g	e	true
m	i	g	i	true
m	i	g	m	false
m	i	g	n	false
m	i	g	r	true
m	i	g	ă	true
m	i	h	a	true
m	i	h	o	true
m	i	h	r	true
m	i	i	-	false
m	i	i	-	true
m	i	i	c	false
m	i	i	i	true
m	i	i	l	true
m	i	i	m	false
m	i	i	m	true
m	i	i	n	false
m	i	i	n	true
m	i	i	p	false
m	i	i	r	false
m	i	i	r	true
m	i	i	s	false
m	i	i	s	true
m	i	i	t	true
m	i	i	ș	true
m	i	i	ț	true
m	i	j	a	true
m	i	j	e	true
m	i	j	i	false
m	i	j	i	true
m	i	j	l	false
m	i	j	o	true
m	i	j	ă	true
m	i	k	a	true
m	i	l	-	false
m	i	l	a	true
m	i	l	d	false
m	i	l	e	true
m	i	l	i	false
m	i	l	i	true
m	i	l	l	false
m	i	l	o	true
m	i	l	u	true
m	i	l	â	true
m	i	l	ă	true
m	i	m	-	false
m	i	m	a	true
m	i	m	e	true
m	i	m	i	false
m	i	m	i	true
m	i	m	o	true
m	i	m	u	true
m	i	m	â	true
m	i	m	ă	true
m	i	n	-	false
m	i	n	a	true
m	i	n	c	false
m	i	n	d	false
m	i	n	d	true
m	i	n	e	false
m	i	n	e	true
m	i	n	g	false
m	i	n	i	false
m	i	n	i	true
m	i	n	o	true
m	i	n	t	false
m	i	n	u	true
m	i	n	v	false
m	i	n	â	true
m	i	n	ă	true
m	i	n	ț	false
m	i	o	-	false
m	i	o	-	true
m	i	o	a	false
m	i	o	a	true
m	i	o	b	true
m	i	o	c	false
m	i	o	c	true
m	i	o	d	true
m	i	o	f	false
m	i	o	f	true
m	i	o	g	false
m	i	o	g	true
m	i	o	l	true
m	i	o	m	false
m	i	o	m	true
m	i	o	n	false
m	i	o	n	true
m	i	o	p	false
m	i	o	p	true
m	i	o	r	false
m	i	o	r	true
m	i	o	s	false
m	i	o	s	true
m	i	o	t	false
m	i	o	t	true
m	i	o	z	true
m	i	p	a	true
m	i	p	e	true
m	i	p	l	true
m	i	p	o	true
m	i	p	r	true
m	i	p	t	false
m	i	p	t	true
m	i	r	-	false
m	i	r	a	true
m	i	r	d	false
m	i	r	e	true
m	i	r	g	false
m	i	r	i	false
m	i	r	i	true
m	i	r	l	false
m	i	r	m	false
m	i	r	n	false
m	i	r	o	true
m	i	r	t	false
m	i	r	u	true
m	i	r	â	true
m	i	r	ă	true
m	i	r	ț	false
m	i	s	-	false
m	i	s	a	true
m	i	s	c	false
m	i	s	c	true
m	i	s	d	false
m	i	s	e	true
m	i	s	f	false
m	i	s	f	true
m	i	s	i	true
m	i	s	l	false
m	i	s	m	false
m	i	s	o	true
m	i	s	p	false
m	i	s	p	true
m	i	s	s	false
m	i	s	t	false
m	i	s	t	true
m	i	s	u	true
m	i	s	v	false
m	i	s	ă	true
m	i	t	-	false
m	i	t	a	true
m	i	t	e	true
m	i	t	h	false
m	i	t	h	true
m	i	t	i	true
m	i	t	o	true
m	i	t	r	true
m	i	t	u	true
m	i	t	â	true
m	i	t	ă	true
m	i	u	-	false
m	i	u	l	false
m	i	u	l	true
m	i	u	n	false
m	i	u	o	false
m	i	u	r	true
m	i	u	s	true
m	i	u	ș	true
m	i	v	e	true
m	i	v	i	true
m	i	v	o	true
m	i	x	a	true
m	i	x	e	false
m	i	x	e	true
m	i	x	i	true
m	i	x	o	true
m	i	x	t	false
m	i	x	â	true
m	i	x	ă	true
m	i	z	a	false
m	i	z	a	true
m	i	z	e	true
m	i	z	i	false
m	i	z	i	true
m	i	z	o	true
m	i	z	â	true
m	i	z	ă	true
m	i	î	n	true
m	i	ș	-	false
m	i	ș	c	false
m	i	ș	e	true
m	i	ș	i	false
m	i	ș	i	true
m	i	ș	l	false
m	i	ș	m	false
m	i	ș	o	true
m	i	ș	t	false
m	i	ș	u	true
m	i	ș	ă	true
m	i	ț	a	true
m	i	ț	e	true
m	i	ț	i	false
m	i	ț	i	true
m	i	ț	o	true
m	i	ț	u	true
m	i	ț	â	true
m	i	ț	ă	true
m	l	a	c	false
m	l	a	d	false
m	l	a	j	false
m	l	a	u	false
m	l	a	ș	false
m	l	e	a	false
m	l	e	c	false
m	l	e	h	false
m	l	e	n	false
m	l	e	t	false
m	l	g	d	false
m	l	i	n	false
m	l	o	c	false
m	l	u	n	false
m	l	â	c	false
m	l	ă	c	false
m	l	ă	d	false
m	l	ă	j	false
m	l	ă	z	false
m	l	ă	ș	false
m	m	e	-	false
m	m	e	t	false
m	m	e	u	false
m	m	i	n	false
m	m	o	d	false
m	m	u	m	false
m	n	a	-	false
m	n	a	b	false
m	n	a	c	false
m	n	a	i	false
m	n	a	l	false
m	n	a	m	false
m	n	a	m	true
m	n	a	n	false
m	n	a	r	false
m	n	a	s	false
m	n	a	t	false
m	n	a	u	false
m	n	a	v	false
m	n	a	z	false
m	n	a	ș	false
m	n	a	ț	false
m	n	c	â	true
m	n	d	u	true
m	n	e	-	false
m	n	e	a	false
m	n	e	e	false
m	n	e	i	false
m	n	e	l	false
m	n	e	m	false
m	n	e	s	false
m	n	e	t	false
m	n	e	z	false
m	n	e	ș	false
m	n	i	-	false
m	n	i	a	false
m	n	i	b	false
m	n	i	c	false
m	n	i	d	false
m	n	i	e	false
m	n	i	f	false
m	n	i	g	false
m	n	i	i	false
m	n	i	l	false
m	n	i	m	false
m	n	i	n	false
m	n	i	o	false
m	n	i	p	false
m	n	i	r	false
m	n	i	s	false
m	n	i	t	false
m	n	i	u	false
m	n	i	v	false
m	n	i	z	false
m	n	i	ș	false
m	n	i	ț	false
m	n	o	a	false
m	n	o	b	false
m	n	o	c	false
m	n	o	f	false
m	n	o	g	false
m	n	o	l	false
m	n	o	r	false
m	n	o	s	false
m	n	o	t	false
m	n	o	ș	false
m	n	o	ț	false
m	n	u	l	false
m	n	u	r	false
m	n	u	t	false
m	n	u	ș	false
m	n	â	n	false
m	n	ă	-	false
m	n	ă	m	false
m	n	ă	r	false
m	n	ă	t	false
m	n	ă	ț	false
m	o	a	-	false
m	o	a	c	false
m	o	a	c	true
m	o	a	i	false
m	o	a	l	false
m	o	a	l	true
m	o	a	m	false
m	o	a	n	false
m	o	a	n	true
m	o	a	p	true
m	o	a	r	false
m	o	a	s	false
m	o	a	u	false
m	o	a	z	false
m	o	a	ș	false
m	o	a	ț	false
m	o	b	a	true
m	o	b	i	true
m	o	b	l	true
m	o	b	o	true
m	o	c	-	false
m	o	c	a	true
m	o	c	e	true
m	o	c	h	true
m	o	c	i	false
m	o	c	i	true
m	o	c	l	true
m	o	c	n	false
m	o	c	o	true
m	o	c	r	true
m	o	c	u	true
m	o	c	â	true
m	o	c	ă	true
m	o	d	-	false
m	o	d	a	true
m	o	d	e	true
m	o	d	i	true
m	o	d	o	true
m	o	d	r	true
m	o	d	u	true
m	o	d	â	true
m	o	d	ă	true
m	o	e	c	true
m	o	e	d	true
m	o	e	l	true
m	o	e	n	true
m	o	e	p	true
m	o	e	s	true
m	o	e	z	true
m	o	f	a	true
m	o	f	e	true
m	o	f	i	true
m	o	f	l	true
m	o	f	o	true
m	o	f	t	false
m	o	g	-	false
m	o	g	a	true
m	o	g	e	true
m	o	g	l	true
m	o	g	o	true
m	o	g	r	true
m	o	g	u	true
m	o	g	â	true
m	o	h	a	true
m	o	h	i	true
m	o	h	o	true
m	o	i	-	false
m	o	i	a	true
m	o	i	d	true
m	o	i	e	true
m	o	i	i	true
m	o	i	l	false
m	o	i	m	false
m	o	i	n	false
m	o	i	o	true
m	o	i	u	false
m	o	i	u	true
m	o	i	z	true
m	o	j	a	true
m	o	j	d	false
m	o	j	i	false
m	o	j	i	true
m	o	j	n	false
m	o	l	-	false
m	o	l	a	true
m	o	l	c	false
m	o	l	d	false
m	o	l	e	true
m	o	l	f	false
m	o	l	i	false
m	o	l	i	true
m	o	l	o	true
m	o	l	t	false
m	o	l	u	true
m	o	l	â	true
m	o	l	ă	true
m	o	m	-	false
m	o	m	a	true
m	o	m	e	true
m	o	m	i	true
m	o	m	o	true
m	o	m	u	true
m	o	m	â	true
m	o	n	-	false
m	o	n	a	true
m	o	n	c	false
m	o	n	d	false
m	o	n	e	true
m	o	n	f	false
m	o	n	g	false
m	o	n	i	false
m	o	n	i	true
m	o	n	o	false
m	o	n	o	true
m	o	n	s	false
m	o	n	t	false
m	o	n	u	true
m	o	n	ă	true
m	o	n	ș	false
m	o	n	ț	false
m	o	p	a	true
m	o	p	e	true
m	o	p	i	true
m	o	p	l	true
m	o	p	o	true
m	o	p	r	true
m	o	p	s	false
m	o	p	t	false
m	o	p	t	true
m	o	p	u	true
m	o	p	ș	false
m	o	r	-	false
m	o	r	a	true
m	o	r	b	false
m	o	r	c	false
m	o	r	d	false
m	o	r	e	true
m	o	r	f	false
m	o	r	g	false
m	o	r	i	false
m	o	r	i	true
m	o	r	m	false
m	o	r	n	false
m	o	r	o	true
m	o	r	p	false
m	o	r	r	false
m	o	r	s	false
m	o	r	t	false
m	o	r	u	true
m	o	r	v	false
m	o	r	z	false
m	o	r	â	true
m	o	r	î	true
m	o	r	ă	true
m	o	r	ț	false
m	o	s	-	false
m	o	s	a	true
m	o	s	c	false
m	o	s	c	true
m	o	s	e	true
m	o	s	f	false
m	o	s	f	true
m	o	s	i	true
m	o	s	l	false
m	o	s	o	true
m	o	s	t	false
m	o	s	t	true
m	o	s	u	true
m	o	s	ă	true
m	o	t	-	false
m	o	t	a	true
m	o	t	e	true
m	o	t	i	true
m	o	t	o	true
m	o	t	r	true
m	o	t	u	true
m	o	t	â	true
m	o	t	ă	true
m	o	v	-	false
m	o	v	a	true
m	o	v	e	true
m	o	v	i	true
m	o	v	n	false
m	o	v	u	true
m	o	v	â	true
m	o	v	ă	true
m	o	x	i	true
m	o	z	-	false
m	o	z	a	true
m	o	z	e	true
m	o	z	i	false
m	o	z	i	true
m	o	z	o	true
m	o	z	u	true
m	o	z	â	true
m	o	z	ă	true
m	o	ș	-	false
m	o	ș	a	true
m	o	ș	c	false
m	o	ș	e	true
m	o	ș	i	false
m	o	ș	i	true
m	o	ș	m	false
m	o	ș	n	false
m	o	ș	t	false
m	o	ș	u	true
m	o	ș	â	true
m	o	ș	ă	true
m	o	ț	-	false
m	o	ț	a	true
m	o	ț	e	true
m	o	ț	i	false
m	o	ț	i	true
m	o	ț	o	true
m	o	ț	p	false
m	o	ț	u	true
m	o	ț	â	true
m	o	ț	ă	true
m	p	a	-	false
m	p	a	c	false
m	p	a	d	false
m	p	a	g	false
m	p	a	i	false
m	p	a	j	false
m	p	a	l	false
m	p	a	m	false
m	p	a	n	false
m	p	a	r	false
m	p	a	s	false
m	p	a	t	false
m	p	a	u	false
m	p	a	ș	false
m	p	a	ț	false
m	p	e	-	false
m	p	e	a	false
m	p	e	c	false
m	p	e	d	false
m	p	e	g	false
m	p	e	i	false
m	p	e	j	false
m	p	e	l	false
m	p	e	m	false
m	p	e	n	false
m	p	e	p	false
m	p	e	r	false
m	p	e	s	false
m	p	e	t	false
m	p	e	x	false
m	p	e	z	false
m	p	e	ș	false
m	p	e	ț	false
m	p	f	l	false
m	p	i	-	false
m	p	i	a	false
m	p	i	c	false
m	p	i	d	false
m	p	i	e	false
m	p	i	i	false
m	p	i	l	false
m	p	i	m	false
m	p	i	n	false
m	p	i	o	false
m	p	i	p	false
m	p	i	r	false
m	p	i	s	false
m	p	i	t	false
m	p	i	u	false
m	p	i	z	false
m	p	i	ș	false
m	p	i	ț	false
m	p	l	a	false
m	p	l	e	false
m	p	l	i	false
m	p	l	o	false
m	p	l	u	false
m	p	l	â	false
m	p	l	ă	false
m	p	o	-	false
m	p	o	a	false
m	p	o	d	false
m	p	o	f	false
m	p	o	i	false
m	p	o	l	false
m	p	o	n	false
m	p	o	p	false
m	p	o	r	false
m	p	o	s	false
m	p	o	t	false
m	p	o	u	false
m	p	o	v	false
m	p	o	x	false
m	p	o	z	false
m	p	o	ș	false
m	p	o	ț	false
m	p	r	a	false
m	p	r	e	false
m	p	r	i	false
m	p	r	o	false
m	p	r	u	false
m	p	r	ă	false
m	p	s	e	false
m	p	s	i	false
m	p	t	-	false
m	p	t	-	true
m	p	t	a	true
m	p	t	e	true
m	p	t	i	true
m	p	t	o	true
m	p	t	u	false
m	p	t	u	true
m	p	t	ă	true
m	p	u	b	false
m	p	u	c	false
m	p	u	d	false
m	p	u	i	false
m	p	u	l	false
m	p	u	n	false
m	p	u	p	false
m	p	u	r	false
m	p	u	s	false
m	p	u	t	false
m	p	u	ș	false
m	p	u	ț	false
m	p	â	c	false
m	p	â	n	false
m	p	â	s	false
m	p	ă	-	false
m	p	ă	c	false
m	p	ă	d	false
m	p	ă	i	false
m	p	ă	m	false
m	p	ă	n	false
m	p	ă	p	false
m	p	ă	r	false
m	p	ă	t	false
m	p	ă	u	false
m	p	ț	i	false
m	p	ț	i	true
m	r	a	-	false
m	r	a	n	false
m	r	e	-	false
m	r	e	a	false
m	r	e	d	false
m	r	e	i	false
m	r	e	j	false
m	r	e	l	false
m	r	e	n	false
m	r	ă	-	false
m	r	ă	n	false
m	s	a	r	false
m	s	c	r	false
m	s	e	c	false
m	s	e	l	false
m	s	i	a	false
m	s	i	e	false
m	s	i	i	false
m	s	i	t	false
m	s	o	l	false
m	s	o	m	false
m	s	o	n	false
m	s	p	e	false
m	s	t	a	false
m	s	t	e	false
m	t	a	-	false
m	t	a	i	false
m	t	a	m	false
m	t	a	r	false
m	t	a	s	false
m	t	a	t	false
m	t	a	u	false
m	t	a	ș	false
m	t	a	ț	false
m	t	e	-	false
m	t	e	a	false
m	t	e	r	false
m	t	e	z	false
m	t	i	c	false
m	t	i	m	false
m	t	i	v	false
m	t	o	a	false
m	t	o	m	false
m	t	o	r	false
m	t	u	a	false
m	t	u	l	false
m	t	u	ț	false
m	t	â	n	false
m	t	ă	-	false
m	t	ă	m	false
m	t	ă	r	false
m	u	a	b	true
m	u	c	-	false
m	u	c	a	true
m	u	c	e	true
m	u	c	h	true
m	u	c	i	false
m	u	c	i	true
m	u	c	l	true
m	u	c	o	true
m	u	c	r	true
m	u	c	u	true
m	u	c	ă	true
m	u	d	e	true
m	u	d	i	true
m	u	d	u	true
m	u	e	z	true
m	u	f	a	true
m	u	f	e	true
m	u	f	l	true
m	u	f	t	false
m	u	f	ă	true
m	u	g	e	true
m	u	g	i	true
m	u	g	u	true
m	u	h	a	true
m	u	h	u	true
m	u	i	-	false
m	u	i	-	true
m	u	i	a	true
m	u	i	c	false
m	u	i	e	true
m	u	i	i	true
m	u	i	m	true
m	u	i	n	true
m	u	i	r	true
m	u	i	s	true
m	u	i	t	true
m	u	i	ș	true
m	u	i	ț	true
m	u	j	d	false
m	u	l	-	false
m	u	l	a	true
m	u	l	d	false
m	u	l	e	true
m	u	l	f	false
m	u	l	g	false
m	u	l	i	false
m	u	l	i	true
m	u	l	m	false
m	u	l	o	true
m	u	l	p	false
m	u	l	s	false
m	u	l	t	false
m	u	l	u	true
m	u	l	â	true
m	u	l	ă	true
m	u	l	ș	false
m	u	l	ț	false
m	u	m	-	false
m	u	m	b	false
m	u	m	e	true
m	u	m	i	true
m	u	m	u	true
m	u	n	-	false
m	u	n	a	true
m	u	n	c	false
m	u	n	d	false
m	u	n	e	true
m	u	n	g	false
m	u	n	i	false
m	u	n	i	true
m	u	n	o	true
m	u	n	t	false
m	u	n	u	true
m	u	n	z	false
m	u	n	ă	true
m	u	n	ț	false
m	u	r	-	false
m	u	r	a	true
m	u	r	c	false
m	u	r	d	false
m	u	r	e	true
m	u	r	g	false
m	u	r	i	false
m	u	r	i	true
m	u	r	m	false
m	u	r	o	true
m	u	r	s	false
m	u	r	u	true
m	u	r	â	true
m	u	r	ă	true
m	u	s	-	false
m	u	s	a	true
m	u	s	c	false
m	u	s	e	true
m	u	s	i	true
m	u	s	l	false
m	u	s	o	true
m	u	s	t	false
m	u	s	u	true
m	u	s	â	true
m	u	s	ă	true
m	u	t	-	false
m	u	t	a	true
m	u	t	e	true
m	u	t	i	true
m	u	t	o	true
m	u	t	r	true
m	u	t	u	true
m	u	t	â	true
m	u	t	ă	true
m	u	u	-	true
m	u	u	l	true
m	u	u	r	true
m	u	z	-	false
m	u	z	a	true
m	u	z	e	true
m	u	z	i	false
m	u	z	i	true
m	u	z	o	true
m	u	z	u	true
m	u	z	â	true
m	u	z	ă	true
m	u	ș	-	false
m	u	ș	a	true
m	u	ș	c	false
m	u	ș	e	true
m	u	ș	i	false
m	u	ș	i	true
m	u	ș	l	false
m	u	ș	o	true
m	u	ș	t	false
m	u	ș	u	true
m	u	ț	-	false
m	u	ț	a	true
m	u	ț	e	true
m	u	ț	i	false
m	u	ț	i	true
m	u	ț	o	true
m	u	ț	t	false
m	u	ț	u	true
m	u	ț	â	true
m	u	ț	ă	true
m	v	a	-	false
m	v	a	i	false
m	v	a	l	false
m	v	i	c	false
m	v	i	r	false
m	v	o	a	false
m	v	o	l	false
m	v	o	n	false
m	z	a	-	false
m	z	a	t	false
m	z	a	ț	false
m	z	e	-	false
m	z	e	i	false
m	z	e	l	false
m	z	e	t	false
m	z	i	-	false
m	z	i	i	false
m	z	i	l	false
m	z	i	t	false
m	z	i	u	false
m	z	u	i	false
m	z	u	l	false
m	z	u	m	false
m	z	ă	-	false
m	z	ă	i	false
m	â	g	l	true
m	â	h	n	false
m	â	i	-	false
m	â	i	a	true
m	â	i	e	true
m	â	i	i	true
m	â	i	l	true
m	â	i	n	false
m	â	i	n	true
m	â	i	o	true
m	â	i	u	false
m	â	i	u	true
m	â	i	ț	true
m	â	l	-	false
m	â	l	c	false
m	â	l	e	true
m	â	l	i	true
m	â	l	o	true
m	â	l	u	true
m	â	n	-	false
m	â	n	a	true
m	â	n	c	false
m	â	n	d	false
m	â	n	e	true
m	â	n	f	false
m	â	n	g	false
m	â	n	i	false
m	â	n	i	true
m	â	n	j	false
m	â	n	o	true
m	â	n	t	false
m	â	n	u	true
m	â	n	z	false
m	â	n	â	true
m	â	n	ă	true
m	â	n	ț	false
m	â	r	-	false
m	â	r	a	true
m	â	r	c	false
m	â	r	d	false
m	â	r	l	false
m	â	r	m	false
m	â	r	t	false
m	â	r	z	false
m	â	r	â	true
m	â	r	ș	false
m	â	r	ț	false
m	â	s	-	false
m	â	s	l	false
m	â	s	u	true
m	â	t	c	false
m	â	z	-	false
m	â	z	g	false
m	â	z	i	true
m	â	z	u	true
m	â	ș	-	false
m	â	ș	u	true
m	â	ș	â	true
m	â	ț	-	false
m	â	ț	a	true
m	â	ț	e	true
m	â	ț	i	false
m	â	ț	i	true
m	â	ț	o	true
m	â	ț	u	true
m	â	ț	ă	true
m	ă	c	a	true
m	ă	c	e	true
m	ă	c	h	true
m	ă	c	i	true
m	ă	c	r	true
m	ă	c	u	true
m	ă	c	ă	true
m	ă	d	a	true
m	ă	d	e	true
m	ă	d	i	true
m	ă	d	u	true
m	ă	d	â	true
m	ă	d	ă	true
m	ă	f	a	true
m	ă	f	ă	true
m	ă	g	a	true
m	ă	g	e	true
m	ă	g	i	false
m	ă	g	i	true
m	ă	g	u	true
m	ă	g	ă	true
m	ă	i	-	false
m	ă	i	-	true
m	ă	i	a	true
m	ă	i	c	false
m	ă	i	e	true
m	ă	i	i	true
m	ă	i	m	true
m	ă	i	n	true
m	ă	i	r	true
m	ă	i	s	true
m	ă	i	t	false
m	ă	i	t	true
m	ă	i	u	true
m	ă	i	ș	true
m	ă	i	ț	true
m	ă	j	a	true
m	ă	j	e	true
m	ă	j	i	false
m	ă	j	i	true
m	ă	j	o	true
m	ă	j	u	true
m	ă	j	ă	true
m	ă	l	-	false
m	ă	l	a	true
m	ă	l	e	true
m	ă	l	i	true
m	ă	l	t	false
m	ă	l	u	true
m	ă	l	ă	true
m	ă	l	ț	false
m	ă	m	-	false
m	ă	m	a	true
m	ă	m	i	true
m	ă	m	o	true
m	ă	m	u	true
m	ă	m	ă	true
m	ă	n	-	false
m	ă	n	a	true
m	ă	n	e	true
m	ă	n	g	false
m	ă	n	i	true
m	ă	n	o	true
m	ă	n	t	false
m	ă	n	u	true
m	ă	n	â	true
m	ă	n	ă	true
m	ă	r	-	false
m	ă	r	a	true
m	ă	r	c	false
m	ă	r	e	true
m	ă	r	f	false
m	ă	r	g	false
m	ă	r	i	false
m	ă	r	i	true
m	ă	r	m	false
m	ă	r	o	true
m	ă	r	t	false
m	ă	r	u	true
m	ă	r	â	true
m	ă	r	î	true
m	ă	r	ă	true
m	ă	r	ș	false
m	ă	r	ț	false
m	ă	s	a	true
m	ă	s	c	false
m	ă	s	e	true
m	ă	s	l	false
m	ă	s	o	true
m	ă	s	t	false
m	ă	s	u	true
m	ă	s	ă	true
m	ă	t	-	false
m	ă	t	a	true
m	ă	t	c	false
m	ă	t	c	true
m	ă	t	e	true
m	ă	t	i	true
m	ă	t	o	true
m	ă	t	r	true
m	ă	t	u	true
m	ă	t	â	true
m	ă	t	ă	true
m	ă	u	i	true
m	ă	v	a	true
m	ă	v	e	true
m	ă	v	ă	true
m	ă	z	u	true
m	ă	z	ă	true
m	ă	ș	a	true
m	ă	ș	c	false
m	ă	ș	e	true
m	ă	ș	i	false
m	ă	ș	i	true
m	ă	ș	o	true
m	ă	ș	t	false
m	ă	ș	u	true
m	ă	ț	-	false
m	ă	ț	a	true
m	ă	ț	i	false
m	ă	ț	i	true
m	ă	ț	u	true
m	ă	ț	â	true
m	ă	ț	ă	true
m	ș	n	i	false
m	ț	a	-	false
m	ț	a	i	false
m	ț	a	m	false
m	ț	a	r	false
m	ț	a	s	false
m	ț	a	t	false
m	ț	a	u	false
m	ț	a	ș	false
m	ț	a	ț	false
m	ț	e	a	false
m	ț	e	n	false
m	ț	e	s	false
m	ț	e	z	false
m	ț	e	ș	false
m	ț	i	-	false
m	ț	i	a	false
m	ț	i	b	false
m	ț	i	c	false
m	ț	i	e	false
m	ț	i	i	false
m	ț	i	l	false
m	ț	i	m	false
m	ț	i	n	false
m	ț	i	o	false
m	ț	i	r	false
m	ț	i	s	false
m	ț	i	t	false
m	ț	i	u	false
m	ț	i	v	false
m	ț	i	ș	false
m	ț	i	ț	false
m	ț	o	a	false
m	ț	o	f	false
m	ț	o	i	false
m	ț	o	s	false
m	ț	o	ș	false
m	ț	u	a	false
m	ț	u	i	false
m	ț	u	l	false
m	ț	u	r	false
m	ț	â	n	false
m	ț	ă	-	false
m	ț	ă	m	false
m	ț	ă	r	false
n	a	b	a	true
n	a	b	e	true
n	a	b	i	true
n	a	b	o	true
n	a	b	r	true
n	a	b	u	true
n	a	c	-	false
n	a	c	a	true
n	a	c	c	false
n	a	c	e	false
n	a	c	e	true
n	a	c	h	true
n	a	c	i	false
n	a	c	i	true
n	a	c	l	true
n	a	c	o	true
n	a	c	r	true
n	a	c	t	false
n	a	c	u	true
n	a	c	ă	true
n	a	c	ș	false
n	a	c	ț	false
n	a	d	a	true
n	a	d	e	true
n	a	d	i	true
n	a	d	m	false
n	a	d	o	true
n	a	d	p	false
n	a	d	r	true
n	a	d	u	true
n	a	d	v	false
n	a	d	ă	true
n	a	e	r	true
n	a	f	-	false
n	a	f	a	true
n	a	f	e	true
n	a	f	i	false
n	a	f	i	true
n	a	f	o	true
n	a	f	r	true
n	a	f	t	false
n	a	f	u	true
n	a	g	-	false
n	a	g	a	true
n	a	g	e	true
n	a	g	h	true
n	a	g	i	true
n	a	g	l	true
n	a	g	n	false
n	a	g	o	true
n	a	g	r	true
n	a	g	u	true
n	a	g	â	true
n	a	h	-	false
n	a	h	a	true
n	a	h	e	true
n	a	h	i	false
n	a	h	i	true
n	a	h	l	false
n	a	h	l	true
n	a	h	o	true
n	a	h	t	false
n	a	h	u	true
n	a	h	ă	true
n	a	i	-	false
n	a	i	a	true
n	a	i	b	false
n	a	i	c	false
n	a	i	c	true
n	a	i	d	true
n	a	i	e	true
n	a	i	l	false
n	a	i	n	false
n	a	i	n	true
n	a	i	o	true
n	a	i	p	false
n	a	i	s	false
n	a	i	s	true
n	a	i	u	true
n	a	i	v	true
n	a	i	ș	true
n	a	j	-	false
n	a	j	a	true
n	a	j	e	true
n	a	j	i	true
n	a	j	o	true
n	a	j	u	true
n	a	j	â	true
n	a	j	ă	true
n	a	k	i	true
n	a	l	-	false
n	a	l	a	true
n	a	l	b	false
n	a	l	c	false
n	a	l	d	false
n	a	l	e	true
n	a	l	f	false
n	a	l	g	false
n	a	l	i	false
n	a	l	i	true
n	a	l	m	false
n	a	l	o	true
n	a	l	s	false
n	a	l	t	false
n	a	l	u	true
n	a	l	â	true
n	a	l	ă	true
n	a	l	ț	false
n	a	m	-	false
n	a	m	a	true
n	a	m	b	false
n	a	m	e	true
n	a	m	i	true
n	a	m	n	false
n	a	m	n	true
n	a	m	o	true
n	a	m	u	true
n	a	m	ă	true
n	a	n	-	false
n	a	n	a	true
n	a	n	c	false
n	a	n	d	false
n	a	n	e	true
n	a	n	g	false
n	a	n	i	false
n	a	n	i	true
n	a	n	o	true
n	a	n	s	false
n	a	n	t	false
n	a	n	u	true
n	a	n	ă	true
n	a	n	ț	false
n	a	o	s	true
n	a	p	-	false
n	a	p	a	true
n	a	p	e	true
n	a	p	i	false
n	a	p	i	true
n	a	p	l	true
n	a	p	o	true
n	a	p	p	false
n	a	p	r	true
n	a	p	s	false
n	a	p	t	false
n	a	p	u	true
n	a	p	â	true
n	a	p	ă	true
n	a	p	ț	false
n	a	r	-	false
n	a	r	a	true
n	a	r	c	false
n	a	r	d	false
n	a	r	e	true
n	a	r	g	false
n	a	r	h	false
n	a	r	i	false
n	a	r	i	true
n	a	r	m	false
n	a	r	o	true
n	a	r	s	false
n	a	r	t	false
n	a	r	u	true
n	a	r	v	false
n	a	r	z	false
n	a	r	â	true
n	a	r	ă	true
n	a	r	ț	false
n	a	s	-	false
n	a	s	a	true
n	a	s	c	false
n	a	s	e	true
n	a	s	i	true
n	a	s	m	false
n	a	s	o	true
n	a	s	p	false
n	a	s	t	false
n	a	s	t	true
n	a	s	u	true
n	a	s	â	true
n	a	s	ă	true
n	a	t	-	false
n	a	t	a	true
n	a	t	e	true
n	a	t	i	true
n	a	t	o	true
n	a	t	r	true
n	a	t	u	true
n	a	t	â	true
n	a	t	ă	true
n	a	u	-	false
n	a	u	a	true
n	a	u	d	false
n	a	u	f	false
n	a	u	f	true
n	a	u	g	false
n	a	u	l	true
n	a	u	m	true
n	a	u	n	true
n	a	u	p	true
n	a	u	r	true
n	a	u	s	false
n	a	u	t	false
n	a	u	t	true
n	a	u	ț	true
n	a	v	-	false
n	a	v	a	true
n	a	v	e	true
n	a	v	i	false
n	a	v	i	true
n	a	v	l	true
n	a	v	o	true
n	a	v	u	true
n	a	v	ă	true
n	a	x	-	false
n	a	x	a	true
n	a	x	e	true
n	a	x	i	true
n	a	x	u	true
n	a	x	ă	true
n	a	z	-	false
n	a	z	a	true
n	a	z	b	true
n	a	z	e	true
n	a	z	i	true
n	a	z	o	true
n	a	z	u	true
n	a	z	â	true
n	a	z	ă	true
n	a	ș	-	false
n	a	ș	a	true
n	a	ș	e	true
n	a	ș	i	false
n	a	ș	i	true
n	a	ș	o	true
n	a	ș	t	false
n	a	ș	u	true
n	a	ș	â	true
n	a	ș	ă	true
n	a	ț	-	false
n	a	ț	e	true
n	a	ț	i	false
n	a	ț	i	true
n	a	ț	u	true
n	b	e	c	false
n	b	e	l	false
n	b	l	e	false
n	b	r	â	false
n	b	u	n	false
n	b	u	r	false
n	c	a	-	false
