b20	a03	syl
ne	z--	false
ne	za-	true
ne	zat	true
ne	zdr	false
ne	zdr	true
ne	ze-	true
ne	zea	true
ne	zei	true
ne	zel	true
ne	zes	true
ne	zeu	true
ne	zez	true
ne	zeș	true
ne	zi-	false
ne	zi-	true
ne	zia	true
ne	zic	true
ne	zie	true
ne	zii	true
ne	zil	true
ne	zio	true
ne	zit	true
ne	ziu	true
ne	zo-	true
ne	zoa	true
ne	zon	true
ne	zue	true
ne	zul	true
ne	ză-	true
ne	zăr	true
ne	ând	true
ne	îmb	true
ne	împ	true
ne	înc	true
ne	înd	true
ne	înf	true
ne	îng	true
ne	îns	true
ne	înt	true
ne	înv	true
ne	înț	true
ne	ă--	true
ne	ș--	false
ne	șa-	true
ne	șan	true
ne	șe-	true
ne	șei	true
ne	șel	true
ne	și-	false
ne	șic	true
ne	șif	true
ne	șii	true
ne	șil	true
ne	șo-	true
ne	șta	false
ne	ște	false
ne	ște	true
ne	ști	false
ne	ști	true
ne	șul	true
ne	șă-	true
ne	ț--	false
ne	țe-	true
ne	țea	true
ne	ței	true
ne	țel	true
ne	țes	true
ne	țeș	true
ne	ți-	false
ne	ți-	true
ne	ția	true
ne	țic	true
ne	ție	true
ne	ții	true
ne	țil	true
ne	țim	true
ne	țin	true
ne	țir	true
ne	țis	true
ne	țit	true
ne	țiu	true
ne	țiș	true
ne	țiț	true
ne	țul	true
ne	țur	true
ne	țăr	true
nf	abu	false
nf	ail	false
nf	alo	false
nf	am-	false
nf	ama	false
nf	ame	false
nf	ami	false
nf	amâ	false
nf	amă	false
nf	ant	false
nf	anț	false
nf	ara	false
nf	arc	false
nf	are	false
nf	aro	false
nf	ară	false
nf	ati	false
nf	atu	false
nf	azi	false
nf	așă	false
nf	ață	false
nf	e--	false
nf	ect	false
nf	ecț	false
nf	ede	false
nf	er-	false
nf	era	false
nf	ere	false
nf	eri	false
nf	ern	false
nf	ert	false
nf	erâ	false
nf	eră	false
nf	esa	false
nf	ese	false
nf	esi	false
nf	eso	false
nf	est	false
nf	esâ	false
nf	esă	false
nf	eti	false
nf	eu-	false
nf	eud	false
nf	eul	false
nf	eșe	false
nf	eși	false
nf	ețe	false
nf	eți	false
nf	i--	false
nf	ia-	false
nf	iai	false
nf	iam	false
nf	iar	false
nf	ias	false
nf	iat	false
nf	iau	false
nf	iaz	false
nf	iaș	false
nf	iaț	false
nf	ide	false
nf	ie-	false
nf	iem	false
nf	ien	false
nf	ier	false
nf	iet	false
nf	iez	false
nf	ig-	false
nf	ige	false
nf	igi	false
nf	igu	false
nf	igă	false
nf	iin	false
nf	ila	false
nf	ilt	false
nf	im-	false
nf	ime	false
nf	imi	false
nf	imă	false
nf	ina	false
nf	ine	false
nf	ini	false
nf	inâ	false
nf	ină	false
nf	ioa	false
nf	iol	false
nf	ior	false
nf	ips	false
nf	ipt	false
nf	ipâ	false
nf	ipț	false
nf	ir-	false
nf	ira	false
nf	ire	false
nf	iri	false
nf	irm	false
nf	irâ	false
nf	iră	false
nf	isc	false
nf	ise	false
nf	ita	false
nf	itu	false
nf	ită	false
nf	ix-	false
nf	ixe	false
nf	ixu	false
nf	iși	false
nf	ișt	false
nf	la-	false
nf	lab	false
nf	lag	false
nf	lai	false
nf	lam	false
nf	lan	false
nf	lar	false
nf	las	false
nf	lat	false
nf	lau	false
nf	laș	false
nf	laț	false
nf	lea	false
nf	lex	false
nf	lez	false
nf	lic	false
nf	lig	false
nf	loa	false
nf	lor	false
nf	lua	false
nf	lue	false
nf	lux	false
nf	luâ	false
nf	luă	false
nf	lân	false
nf	lă-	false
nf	lăc	false
nf	lăm	false
nf	lăr	false
nf	oac	false
nf	oai	false
nf	oan	false
nf	obi	false
nf	oc-	false
nf	oca	false
nf	oci	false
nf	ocâ	false
nf	ocă	false
nf	ofo	false
nf	oi-	false
nf	oia	false
nf	oie	false
nf	oin	false
nf	oli	false
nf	ome	false
nf	on-	false
nf	oni	false
nf	onu	false
nf	ora	false
nf	ori	false
nf	orm	false
nf	ors	false
nf	ort	false
nf	orz	false
nf	os-	false
nf	osa	false
nf	ose	false
nf	osf	false
nf	osu	false
nf	osă	false
nf	raa	false
nf	rac	false
nf	ram	false
nf	ran	false
nf	rar	false
nf	ras	false
nf	rat	false
nf	raț	false
nf	ren	false
nf	rer	false
nf	ric	false
nf	rig	false
nf	ruc	false
nf	rum	false
nf	run	false
nf	rup	false
nf	rân	false
nf	răț	false
nf	uci	false
nf	ule	false
nf	ulg	false
nf	umu	false
nf	und	false
nf	unz	false
nf	urc	false
nf	uri	false
nf	urn	false
nf	uta	false
nf	uz-	false
nf	uza	false
nf	uze	false
nf	uzi	false
nf	uzo	false
nf	uzâ	false
nf	uză	false
nf	ă--	false
nf	ăi-	false
nf	ăia	false
nf	ăie	false
nf	ăii	false
nf	ăim	false
nf	ăin	false
nf	ăir	false
nf	ăis	false
nf	ăit	false
nf	ăiș	false
nf	ăiț	false
nf	ăpt	false
nf	ăș-	false
nf	ășa	false
nf	ășo	false
nf	ășu	false
nf	ășâ	false
nf	ășă	false
nf	ăț-	false
nf	ăța	false
nf	ăți	false
nf	ățâ	false
nf	ăță	false
ng	a--	false
ng	ace	false
ng	aci	false
ng	afa	false
ng	ai-	false
ng	aim	false
ng	aj-	false
ng	aja	false
ng	aje	false
ng	aju	false
ng	ajâ	false
ng	ajă	false
ng	al-	false
ng	ala	false
ng	alb	false
ng	ale	false
ng	ali	false
ng	alo	false
ng	alu	false
ng	ală	false
ng	am-	false
ng	amb	false
ng	an-	false
ng	ana	false
ng	ane	false
ng	ani	false
ng	ano	false
ng	anu	false
ng	ană	false
ng	ar-	false
ng	ara	false
ng	ard	false
ng	are	false
ng	ari	false
ng	aro	false
ng	aru	false
ng	ară	false
ng	ase	false
ng	ast	false
ng	at-	false
ng	ate	false
ng	ată	false
ng	au-	false
ng	aua	false
ng	av-	false
ng	ava	false
ng	ave	false
ng	avi	false
ng	avu	false
ng	avă	false
ng	aș-	false
ng	așa	false
ng	așe	false
ng	ași	false
ng	așu	false
ng	așă	false
ng	ați	false
ng	cli	true
ng	dan	true
ng	e--	false
ng	ea-	false
ng	eac	false
ng	eai	false
ng	eal	false
ng	eam	false
ng	ean	false
ng	eap	false
ng	eas	false
ng	eau	false
ng	eaț	false
ng	ebl	false
ng	ect	false
ng	ect	true
ng	ede	false
ng	ei-	false
ng	eit	false
ng	ela	false
ng	ele	false
ng	eli	false
ng	elo	false
ng	elu	false
ng	elâ	false
ng	elă	false
ng	em-	false
ng	eme	false
ng	emi	false
ng	emă	false
ng	enc	false
ng	ene	false
ng	eni	false
ng	ent	false
ng	enu	false
ng	enț	false
ng	epe	false
ng	er-	false
ng	era	false
ng	ere	false
ng	eri	false
ng	erm	false
ng	ero	false
ng	erp	false
ng	eru	false
ng	erâ	false
ng	eră	false
ng	esc	false
ng	est	false
ng	et-	false
ng	eta	false
ng	ete	false
ng	etu	false
ng	etă	false
ng	evi	false
ng	eșt	false
ng	eți	false
ng	he-	false
ng	hea	false
ng	hei	false
ng	hel	false
ng	hem	false
ng	her	false
ng	hes	false
ng	hez	false
ng	heț	false
ng	hi-	false
ng	hia	false
ng	hic	false
ng	hie	false
ng	hii	false
ng	hil	false
ng	him	false
ng	hin	false
ng	hio	false
ng	hir	false
ng	hit	false
ng	hiu	false
ng	hiș	false
ng	hiț	false
ng	i--	false
ng	ia-	false
ng	ian	false
ng	iar	false
ng	ibi	false
ng	ic-	false
ng	ici	false
ng	icu	false
ng	ida	false
ng	ide	false
ng	idă	false
ng	ie-	false
ng	iec	false
ng	iei	false
ng	ien	false
ng	ier	false
ng	ifo	false
ng	ii-	false
ng	iii	false
ng	iil	false
ng	il-	false
ng	ile	false
ng	ili	false
ng	ilo	false
ng	ilu	false
ng	im-	false
ng	ime	false
ng	imi	false
ng	ina	false
ng	ind	false
ng	ine	false
ng	ini	false
ng	ino	false
ng	ină	false
ng	ioa	false
ng	ioc	false
ng	iof	false
ng	iog	false
ng	iol	false
ng	iom	false
ng	iop	false
ng	ios	false
ng	ioz	false
ng	ioș	false
ng	ir-	false
ng	ire	false
ng	iri	false
ng	irl	false
ng	iru	false
ng	iră	false
ng	ise	false
ng	ism	false
ng	ist	false
ng	it-	false
ng	ita	false
ng	ite	false
ng	ito	false
ng	itu	false
ng	ită	false
ng	iu-	false
ng	iui	false
ng	iul	false
ng	iur	false
ng	iva	false
ng	ivi	false
ng	ivo	false
ng	iza	false
ng	ize	false
ng	izâ	false
ng	iză	false
ng	iș-	false
ng	iși	false
ng	ișt	false
ng	ișu	false
ng	ița	false
ng	ițe	false
ng	iți	false
ng	ițo	false
ng	iță	false
ng	la-	false
ng	lai	false
ng	lam	false
ng	lar	false
ng	las	false
ng	lat	false
ng	lau	false
ng	laș	false
ng	laț	false
ng	le-	false
ng	lea	false
ng	led	false
ng	lei	false
ng	lel	false
ng	ler	false
ng	les	false
ng	let	false
ng	leu	false
ng	lez	false
ng	leș	false
ng	leț	false
ng	li-	false
ng	lia	false
ng	lic	false
ng	lie	false
ng	lii	false
ng	lil	false
ng	lim	false
ng	lin	false
ng	lio	false
ng	lir	false
ng	lis	false
ng	lit	false
ng	liș	false
ng	liț	false
ng	loa	false
ng	lob	false
ng	lod	false
ng	lof	false
ng	lom	false
ng	los	false
ng	lot	false
ng	lu-	false
ng	lul	false
ng	lur	false
ng	lut	false
ng	lâc	false
ng	lâc	true
ng	lân	false
ng	lă-	false
ng	lăm	false
ng	lăs	false
ng	man	false
ng	met	false
ng	met	true
ng	nat	false
ng	naț	false
ng	o--	false
ng	oac	false
ng	oai	false
ng	oan	false
ng	oar	false
ng	oas	false
ng	oba	false
ng	obe	false
ng	obă	false
ng	oce	false
ng	oci	false
ng	oco	false
ng	oen	false
ng	ofo	false
ng	ofr	false
ng	oi-	false
ng	oid	false
ng	oiu	false
ng	oiz	false
ng	ol-	false
ng	ola	false
ng	old	false
ng	ole	false
ng	oli	false
ng	olo	false
ng	olp	false
ng	olu	false
ng	olâ	false
ng	olă	false
ng	omi	false
ng	on-	false
ng	ona	false
ng	one	false
ng	onu	false
ng	onâ	false
ng	onă	false
ng	opa	false
ng	ora	false
ng	ori	false
ng	os-	false
ng	osc	false
ng	osi	false
ng	osp	false
ng	osu	false
ng	ota	false
ng	ote	false
ng	oti	false
ng	oto	false
ng	otă	false
ng	ou-	false
ng	oul	false
ng	our	false
ng	oz-	false
ng	ozi	false
ng	ozu	false
ng	oși	false
ng	par	true
ng	pon	true
ng	ram	false
ng	rat	false
ng	rau	false
ng	raș	false
ng	raț	false
ng	red	false
ng	reg	false
ng	ren	false
ng	res	false
ng	reu	false
ng	reț	false
ng	rij	false
ng	rin	false
ng	ro-	false
ng	roa	false
ng	rop	false
ng	ros	false
ng	rov	false
ng	roz	false
ng	roș	false
ng	rue	false
ng	răd	false
ng	răm	false
ng	răș	false
ng	s--	false
ng	sro	false
ng	ste	true
ng	str	true
ng	sul	false
ng	ual	false
ng	ue-	false
ng	uen	false
ng	ui-	false
ng	uia	false
ng	uid	false
ng	uie	false
ng	uif	false
ng	uii	false
ng	uim	false
ng	uin	false
ng	uio	false
ng	uir	false
ng	uis	false
ng	uit	false
ng	uiș	false
ng	uiț	false
ng	ul-	false
ng	ula	false
ng	ule	false
ng	uli	false
ng	ulo	false
ng	ulu	false
ng	ulâ	false
ng	ulă	false
ng	ur-	false
ng	ura	false
ng	ure	false
ng	urg	false
ng	uri	false
ng	url	false
ng	uro	false
ng	urs	false
ng	uru	false
ng	urz	false
ng	urâ	false
ng	ură	false
ng	ust	false
ng	uta	false
ng	uu-	false
ng	uz-	false
ng	uze	false
ng	uzi	false
ng	uză	false
ng	uă-	false
ng	ușe	false
ng	uși	false
ng	ușo	false
ng	ușt	false
ng	uț-	false
ng	uța	false
ng	uțe	false
ng	uți	false
ng	uță	false
ng	v--	false
ng	ve-	false
ng	vi-	false
ng	vic	false
ng	vif	false
ng	vin	false
ng	vis	false
ng	viș	false
ng	vă-	false
ng	yia	true
ng	âi-	false
ng	âia	false
ng	âie	false
ng	âin	false
ng	âio	false
ng	âmf	false
ng	ân-	false
ng	âna	false
ng	ând	false
ng	âne	false
ng	âni	false
ng	ânâ	false
ng	ână	false
ng	ă--	false
ng	ăci	false
ng	ădu	false
ng	ăi-	false
ng	ăia	false
ng	ăie	false
ng	ăii	false
ng	ăil	false
ng	ăim	false
ng	ăin	false
ng	ăir	false
ng	ăis	false
ng	ăit	false
ng	ăiș	false
ng	ăiț	false
ng	ăl-	false
ng	ăla	false
ng	ălb	false
ng	ăle	false
ng	ăli	false
ng	ălu	false
ng	ălâ	false
ng	ălă	false
ng	ăm-	false
ng	ăne	false
ng	ăni	false
ng	ăol	false
ng	ăr-	false
ng	ăra	false
ng	ăre	false
ng	ări	false
ng	ăru	false
ng	ărz	false
ng	ăt-	false
ng	ăte	false
ng	ăto	false
ng	ătu	false
ng	ău-	false
ng	ăul	false
ng	ăve	false
ng	ăvi	false
ng	ășe	false
ng	ăși	false
ng	ășo	false
ng	ățe	false
nh	aia	false
nh	aie	false
nh	ala	false
nh	ale	false
nh	alâ	false
nh	ală	false
nh	am-	false
nh	ame	false
nh	ami	false
nh	amă	false
nh	ap-	false
nh	ape	false
nh	api	false
nh	apă	false
nh	aț-	false
nh	ațe	false
nh	ați	false
nh	ață	false
nh	edr	false
nh	ia-	false
nh	ial	false
nh	iat	false
nh	iaț	false
nh	ib-	false
nh	iba	false
nh	ibe	false
nh	ibi	false
nh	ibâ	false
nh	ibă	false
nh	ic-	false
nh	ice	false
nh	ici	false
nh	ică	false
nh	idr	false
nh	ie-	false
nh	iei	false
nh	ii-	false
nh	iil	false
nh	iol	false
nh	iop	false
nh	ioz	false
nh	ir-	false
nh	ire	false
nh	iru	false
nh	nol	false
nh	nop	false
nh	ofo	false
nh	ogr	false
nh	olo	false
nh	ome	false
nh	opn	false
nh	opu	false
nh	ore	false
nh	osc	false
nh	osp	false
nh	oto	false
nh	uma	false
nh	ume	false
nh	umâ	false
nh	umă	false
nh	ăit	false
nh	ăma	false
nh	ămâ	false
nh	ămă	false
nh	ăpa	false
nh	ăpâ	false
nh	ăpă	false
nh	ăța	false
nh	ățâ	false
nh	ăță	false
ni	a--	true
ni	abi	false
ni	abi	true
ni	ac-	false
ni	ac-	true
ni	aca	false
ni	aca	true
ni	ace	false
ni	ace	true
ni	aci	false
ni	aci	true
ni	aco	true
ni	acu	false
ni	acu	true
ni	acă	false
ni	acă	true
ni	ada	true
ni	ade	true
ni	adă	true
ni	afo	false
ni	aga	true
ni	ai-	true
ni	al-	false
ni	al-	true
ni	ale	false
ni	ale	true
ni	ali	false
ni	ali	true
ni	alu	false
ni	alu	true
ni	ală	false
ni	ală	true
ni	am-	true
ni	ame	true
ni	an-	false
ni	an-	true
ni	ana	false
ni	ana	true
ni	ane	true
ni	ani	true
ni	ano	true
ni	ant	true
ni	anu	false
ni	anu	true
ni	ană	false
ni	ană	true
ni	anț	true
ni	apa	true
ni	apt	false
ni	ar-	false
ni	ar-	true
ni	ara	true
ni	are	false
ni	are	true
ni	ari	false
ni	ari	true
ni	art	true
ni	ară	false
ni	ară	true
ni	ase	true
ni	at-	false
ni	at-	true
ni	ata	true
ni	ate	false
ni	ate	true
ni	ato	true
ni	atr	false
ni	atr	true
ni	atu	false
ni	atu	true
ni	ată	false
ni	ată	true
ni	au-	true
ni	aut	true
ni	avi	true
ni	ax-	true
ni	axe	true
ni	aza	true
ni	aze	true
ni	ază	true
ni	ași	true
ni	ați	false
ni	ați	true
ni	bah	true
ni	bal	true
ni	bas	true
ni	bil	true
ni	buz	true
ni	c--	false
ni	ca-	true
ni	cab	true
ni	cad	true
ni	cai	true
ni	cal	true
ni	cam	true
ni	can	true
ni	cap	true
ni	car	true
ni	cas	true
ni	cat	true
ni	cau	true
ni	caș	true
ni	caț	true
ni	ce-	true
ni	cea	true
ni	cei	true
ni	cel	true
ni	cen	true
ni	cer	true
ni	ces	true
ni	ceș	true
ni	che	true
ni	chi	true
ni	ci-	false
ni	ci-	true
ni	cia	true
ni	cic	true
ni	cid	true
ni	cie	true
ni	cii	true
ni	cil	true
ni	cim	true
ni	cin	true
ni	cio	false
ni	cio	true
ni	cip	true
ni	cir	true
ni	cis	true
ni	cit	true
ni	ciu	false
ni	ciu	true
ni	ciz	true
ni	ciș	true
ni	ciț	true
ni	co-	true
ni	coa	true
ni	coc	true
ni	cof	true
ni	col	true
ni	com	true
ni	con	true
ni	cor	true
ni	cos	true
ni	cot	true
ni	cou	true
ni	cov	true
ni	coș	true
ni	cro	true
ni	cta	false
ni	cte	false
ni	cti	false
ni	cto	false
ni	cul	true
ni	cum	true
ni	cur	true
ni	cus	true
ni	cuț	true
ni	cvi	false
ni	cân	true
ni	că-	true
ni	căa	true
ni	căd	true
ni	căg	true
ni	căi	true
ni	căm	true
ni	căr	true
ni	căt	true
ni	cși	false
ni	d--	false
ni	da-	true
ni	de-	true
ni	dea	true
ni	dei	true
ni	del	true
ni	dem	true
ni	dep	true
ni	det	true
ni	dia	true
ni	dic	true
ni	die	true
ni	dif	true
ni	dii	true
ni	dim	true
ni	din	true
ni	dir	true
ni	dob	true
ni	dul	true
ni	dă-	true
ni	e--	true
ni	ea-	true
ni	ecr	false
ni	edr	true
ni	ei-	true
ni	el-	true
ni	ela	false
ni	ele	false
ni	eli	true
ni	elu	false
ni	elu	true
ni	elâ	false
ni	elă	false
ni	em-	true
ni	emb	true
ni	enc	true
ni	ene	true
ni	eni	true
ni	ent	true
ni	enț	true
ni	ept	false
ni	epț	false
ni	er-	true
ni	era	false
ni	era	true
ni	erb	false
ni	ere	false
ni	ere	true
ni	eri	false
ni	eri	true
ni	erm	true
ni	eru	true
ni	erâ	false
ni	eră	false
ni	eră	true
ni	eta	false
ni	eta	true
ni	ete	false
ni	ete	true
ni	eti	false
ni	etă	false
ni	etă	true
ni	ez-	true
ni	eze	true
ni	ezi	true
ni	fam	true
ni	fe-	true
ni	fel	true
ni	fer	true
ni	fes	true
ni	feș	true
ni	fia	true
ni	fic	true
ni	fie	true
ni	fii	true
ni	fil	true
ni	fle	true
ni	flo	true
ni	fob	true
ni	foi	true
ni	fol	true
ni	fon	true
ni	for	true
ni	fot	true
ni	fri	true
ni	fug	true
ni	fun	true
ni	fus	true
ni	g--	false
ni	gei	true
ni	gel	true
ni	gen	true
ni	ger	true
ni	gi-	false
ni	gii	true
ni	gil	true
ni	gla	true
ni	glo	true
ni	gma	false
ni	gme	false
ni	gmi	false
ni	gmă	false
ni	gn-	false
ni	gne	false
ni	gni	false
ni	gnă	false
ni	gol	true
ni	gra	true
ni	gre	true
ni	gri	true
ni	gro	true
ni	grâ	true
ni	gră	true
ni	gul	true
ni	hea	true
ni	hei	true
ni	hil	true
ni	i--	false
ni	i--	true
ni	iah	true
ni	ici	false
ni	ida	true
ni	ide	false
ni	ide	true
ni	idu	false
ni	idă	true
ni	ife	false
ni	ifo	true
ni	ii-	true
ni	ile	true
ni	ilo	true
ni	ilu	false
ni	ind	true
ni	ins	false
ni	int	true
ni	ipo	false
ni	iun	false
ni	iș-	false
ni	ișu	false
ni	ișu	true
ni	jup	true
ni	l--	false
ni	la-	true
ni	lab	true
ni	lal	false
ni	lal	true
ni	lam	false
ni	lam	true
ni	lat	true
ni	laț	true
ni	lbu	false
ni	le-	true
ni	lea	true
ni	lei	true
ni	lel	true
ni	len	true
ni	les	true
ni	let	true
ni	leu	true
ni	leș	true
ni	lga	false
ni	lhi	false
ni	li-	false
ni	li-	true
ni	lia	true
ni	lic	true
ni	lie	true
ni	lii	true
ni	lil	true
ni	lim	true
ni	lin	true
ni	lio	true
ni	lir	true
ni	lis	true
ni	lit	true
ni	liu	true
ni	liz	true
ni	liș	true
ni	liț	true
ni	loc	true
ni	lor	true
ni	lov	true
ni	lox	false
ni	lox	true
ni	lul	true
ni	lum	true
ni	lup	true
ni	lur	false
ni	lur	true
ni	lva	false
ni	lă-	true
ni	m--	false
ni	ma-	true
ni	mad	true
ni	mag	true
ni	mai	true
ni	mal	true
ni	mam	true
ni	man	true
ni	map	true
ni	mar	true
ni	mas	true
ni	mat	true
ni	mau	true
ni	maș	true
ni	maț	true
ni	mb-	false
ni	mba	false
ni	mbe	false
ni	mbo	false
ni	mbu	false
ni	mbâ	false
ni	mbă	false
ni	me-	true
ni	mea	true
ni	mei	true
ni	mel	true
ni	men	true
ni	mer	true
ni	met	true
ni	mez	true
ni	mfa	false
ni	mfe	false
ni	mfo	false
ni	mfă	false
ni	mi-	false
ni	mia	true
ni	mic	true
ni	mie	true
ni	mii	true
ni	mil	true
ni	mio	true
ni	mis	true
ni	mit	true
ni	miz	true
ni	miș	true
ni	moa	true
ni	mog	true
ni	moi	true
ni	mol	true
ni	mos	true
ni	mot	true
ni	moz	true
ni	moș	true
ni	muc	true
ni	mul	true
ni	mum	true
ni	mur	true
ni	muț	true
ni	mân	true
ni	mă-	true
ni	măm	true
ni	măn	true
ni	măr	true
ni	n--	false
ni	na-	true
ni	nai	true
ni	nam	true
ni	nar	true
ni	nas	true
ni	nat	true
ni	nau	true
ni	naș	true
ni	naț	true
ni	nca	false
ni	nci	false
ni	ncă	false
ni	nd-	false
ni	ne-	true
ni	nea	true
ni	nei	true
ni	nel	true
ni	ner	true
ni	nez	true
ni	neț	true
ni	ng-	false
ni	nge	false
ni	ngi	false
ni	ngo	false
ni	ngu	false
ni	ngâ	false
ni	ngă	false
ni	ni-	false
ni	nii	true
ni	nil	true
ni	nis	true
ni	nit	true
ni	niz	true
ni	niș	true
ni	nja	false
ni	no-	true
ni	noa	true
ni	nom	true
ni	nos	true
ni	noș	true
ni	ns-	false
ni	nse	false
ni	nso	false
ni	nsu	false
ni	nsă	false
ni	nte	false
ni	nul	true
ni	nur	true
ni	nuț	true
ni	nân	true
ni	nă-	true
ni	năm	true
ni	năr	true
ni	năt	true
ni	nși	false
ni	nț-	false
ni	nța	false
ni	nțe	false
ni	nți	false
ni	nțâ	false
ni	nță	false
ni	o--	true
ni	oan	false
ni	oan	true
ni	oar	false
ni	oar	true
ni	oas	false
ni	oas	true
ni	obi	true
ni	oc-	true
ni	oci	true
ni	ocu	true
ni	ogr	false
ni	ogr	true
ni	oin	true
ni	ol-	true
ni	ola	false
ni	ola	true
ni	ole	false
ni	ole	true
ni	oli	true
ni	olo	false
ni	olo	true
ni	olu	true
ni	olă	false
ni	olă	true
ni	ome	false
ni	ome	true
ni	on-	false
ni	on-	true
ni	ona	false
ni	ona	true
ni	oni	false
ni	oni	true
ni	onu	false
ni	onu	true
ni	opa	false
ni	or-	false
ni	or-	true
ni	ora	true
ni	ord	false
ni	ori	false
ni	ori	true
ni	oru	false
ni	oru	true
ni	os-	false
ni	os-	true
ni	osc	false
ni	osc	true
ni	ost	false
ni	osu	true
ni	ota	false
ni	ota	true
ni	ote	false
ni	ote	true
ni	oti	true
ni	oto	true
ni	otă	false
ni	otă	true
ni	ovu	false
ni	oza	true
ni	oze	true
ni	ozi	true
ni	oză	true
ni	oși	false
ni	oși	true
ni	par	true
ni	ped	true
ni	per	true
ni	pet	true
ni	pla	true
ni	plu	true
ni	pod	true
ni	pol	true
ni	pon	true
ni	pot	true
ni	pra	true
ni	pre	true
ni	ps-	false
ni	pse	false
ni	psi	false
ni	psu	false
ni	pte	false
ni	pul	true
ni	pun	true
ni	r--	false
ni	ram	true
ni	re-	true
ni	rea	true
ni	rec	true
ni	rel	true
ni	reu	true
ni	ri-	false
ni	ric	true
ni	rid	true
ni	rii	true
ni	ril	true
ni	ris	true
ni	riș	true
ni	roa	true
ni	roc	true
ni	rol	true
ni	rom	true
ni	ros	true
ni	roz	true
ni	rug	true
ni	rui	true
ni	rul	true
ni	rur	true
ni	rva	false
ni	ră-	true
ni	răm	true
ni	răț	true
ni	s--	false
ni	sa-	true
ni	sab	true
ni	sai	true
ni	saj	true
ni	sam	true
ni	sar	true
ni	sas	true
ni	sat	true
ni	sau	true
ni	saș	true
ni	saț	true
ni	sc-	false
ni	sca	false
ni	sce	false
ni	sci	false
ni	sci	true
ni	sco	false
ni	scu	false
ni	se-	true
ni	sea	true
ni	sel	true
ni	sem	true
ni	ser	true
ni	ses	true
ni	set	true
ni	sex	true
ni	sez	true
ni	seș	true
ni	sfe	false
ni	sfe	true
ni	sfi	false
ni	si-	true
ni	sia	true
ni	sid	true
ni	sie	true
ni	sii	true
ni	sil	true
ni	sim	true
ni	sin	true
ni	sip	true
ni	sir	true
ni	sis	true
ni	sit	true
ni	siș	true
ni	siț	true
ni	sla	false
ni	sm-	false
ni	sma	false
ni	sme	false
ni	smi	false
ni	smu	false
ni	soa	true
ni	sol	true
ni	son	true
ni	sor	true
ni	spo	false
ni	ssi	false
ni	st-	false
ni	sta	false
ni	ste	false
ni	sti	false
ni	sto	false
ni	str	false
ni	stu	false
ni	stă	false
ni	sul	true
ni	sur	true
ni	sân	true
ni	să-	true
ni	săl	true
ni	săm	true
ni	săr	true
ni	t--	false
ni	ta-	true
ni	tai	true
ni	tal	true
ni	tam	true
ni	tar	true
ni	tas	true
ni	tat	true
ni	tau	true
ni	taș	true
ni	taț	true
ni	te-	true
ni	tea	true
ni	teh	true
ni	tei	true
ni	tel	true
ni	ten	true
ni	tez	true
ni	tic	true
ni	tin	true
ni	tis	true
ni	tiv	true
ni	tiz	true
ni	tme	false
ni	to-	true
ni	toa	true
ni	toc	true
ni	tof	true
ni	tog	true
ni	toi	true
ni	tol	true
ni	tom	true
ni	top	true
ni	tor	true
ni	tos	true
ni	tou	true
ni	toz	true
ni	toș	true
ni	tra	true
ni	tre	true
ni	tri	true
ni	tro	true
ni	tru	true
ni	trâ	true
ni	tră	true
ni	tub	true
ni	tud	true
ni	tui	true
ni	tul	true
ni	tur	true
ni	tân	true
ni	tă-	true
ni	tăm	true
ni	tăr	true
ni	tăt	true
ni	tăț	true
ni	u--	false
ni	ul-	false
ni	ul-	true
ni	ulu	false
ni	ulu	true
ni	um-	false
ni	um-	true
ni	umu	false
ni	umu	true
ni	une	false
ni	une	true
ni	uni	false
ni	uni	true
ni	ura	true
ni	uri	true
ni	ură	true
ni	us-	true
ni	uș-	true
ni	ușu	true
ni	uța	true
ni	uțe	true
ni	uță	true
ni	val	true
ni	vaț	true
ni	vel	true
ni	ven	true
ni	ver	true
ni	vic	true
ni	vit	true
ni	voa	true
ni	voc	true
ni	vog	true
ni	vom	true
ni	vop	true
ni	vor	true
ni	vos	true
ni	voz	true
ni	voș	true
ni	x--	false
ni	xis	true
ni	xul	true
ni	za-	true
ni	zab	true
ni	zai	true
ni	zam	true
ni	zan	true
ni	zar	true
ni	zas	true
ni	zat	true
ni	zau	true
ni	zaș	true
ni	zaț	true
ni	ze-	true
ni	zea	true
ni	zei	true
ni	zel	true
ni	zez	true
ni	zi-	false
ni	zii	true
ni	zil	true
ni	zna	false
ni	zoa	true
ni	zoc	true
ni	zog	true
ni	zom	true
ni	zor	true
ni	zot	true
ni	zân	true
ni	ză-	true
ni	zăm	true
ni	zăr	true
ni	ș--	false
ni	șa-	true
ni	șai	true
ni	șam	true
ni	șan	true
ni	șar	true
ni	șas	true
ni	șat	true
ni	șau	true
ni	șaș	true
ni	șaț	true
ni	șca	false
ni	șcă	false
ni	șe-	true
ni	șea	true
ni	șei	true
ni	șel	true
ni	șez	true
ni	și-	false
ni	șii	true
ni	șil	true
ni	șli	false
ni	șoa	true
ni	șon	true
ni	șor	true
ni	ște	false
ni	ști	false
ni	ștl	false
ni	ștr	false
ni	șul	true
ni	șur	true
ni	șân	true
ni	șă-	true
ni	șăm	true
ni	ț--	false
ni	ța-	true
ni	țab	true
ni	țai	true
ni	țam	true
ni	țar	true
ni	țas	true
ni	țat	true
ni	țau	true
ni	țaș	true
