b32	b21	b10	a01	a12	syl
i	n	c	a	u	false
i	n	c	a	v	false
i	n	c	a	ș	false
i	n	c	a	ț	false
i	n	c	e	-	false
i	n	c	e	a	false
i	n	c	e	l	false
i	n	c	e	n	false
i	n	c	e	p	false
i	n	c	e	r	false
i	n	c	e	s	false
i	n	c	e	ș	false
i	n	c	h	-	false
i	n	c	h	e	false
i	n	c	h	i	false
i	n	c	h	u	false
i	n	c	i	-	false
i	n	c	i	a	false
i	n	c	i	b	false
i	n	c	i	d	false
i	n	c	i	e	false
i	n	c	i	i	false
i	n	c	i	l	false
i	n	c	i	m	false
i	n	c	i	n	false
i	n	c	i	o	false
i	n	c	i	p	false
i	n	c	i	r	false
i	n	c	i	s	false
i	n	c	i	t	false
i	n	c	i	u	false
i	n	c	i	z	false
i	n	c	i	ș	false
i	n	c	i	ț	false
i	n	c	l	a	false
i	n	c	l	e	false
i	n	c	l	i	false
i	n	c	l	u	false
i	n	c	o	a	false
i	n	c	o	c	false
i	n	c	o	e	false
i	n	c	o	g	false
i	n	c	o	l	false
i	n	c	o	m	false
i	n	c	o	n	false
i	n	c	o	o	false
i	n	c	o	p	false
i	n	c	o	r	false
i	n	c	o	t	false
i	n	c	r	a	false
i	n	c	r	e	false
i	n	c	r	i	false
i	n	c	r	o	false
i	n	c	r	u	false
i	n	c	t	-	false
i	n	c	t	-	true
i	n	c	t	e	true
i	n	c	t	i	true
i	n	c	t	o	true
i	n	c	t	u	true
i	n	c	t	ă	true
i	n	c	u	b	false
i	n	c	u	i	false
i	n	c	u	l	false
i	n	c	u	m	false
i	n	c	u	n	false
i	n	c	u	r	false
i	n	c	u	s	false
i	n	c	u	ț	false
i	n	c	v	a	false
i	n	c	v	a	true
i	n	c	v	e	false
i	n	c	â	n	false
i	n	c	ă	-	false
i	n	c	ă	i	false
i	n	c	ă	m	false
i	n	c	ă	n	false
i	n	c	ă	r	false
i	n	c	ș	i	false
i	n	c	ș	i	true
i	n	c	ț	i	false
i	n	c	ț	i	true
i	n	d	a	-	false
i	n	d	a	c	false
i	n	d	a	i	false
i	n	d	a	j	false
i	n	d	a	l	false
i	n	d	a	m	false
i	n	d	a	n	false
i	n	d	a	r	false
i	n	d	a	s	false
i	n	d	a	t	false
i	n	d	a	u	false
i	n	d	a	ș	false
i	n	d	a	ț	false
i	n	d	c	ă	true
i	n	d	e	-	false
i	n	d	e	a	false
i	n	d	e	c	false
i	n	d	e	f	false
i	n	d	e	h	false
i	n	d	e	i	false
i	n	d	e	l	false
i	n	d	e	m	false
i	n	d	e	n	false
i	n	d	e	p	false
i	n	d	e	r	false
i	n	d	e	s	false
i	n	d	e	t	false
i	n	d	e	u	false
i	n	d	e	x	false
i	n	d	e	z	false
i	n	d	e	ș	false
i	n	d	e	ț	false
i	n	d	i	-	false
i	n	d	i	a	false
i	n	d	i	a	true
i	n	d	i	c	false
i	n	d	i	e	false
i	n	d	i	f	false
i	n	d	i	g	false
i	n	d	i	i	false
i	n	d	i	m	false
i	n	d	i	n	false
i	n	d	i	o	false
i	n	d	i	r	false
i	n	d	i	s	false
i	n	d	i	t	false
i	n	d	i	u	false
i	n	d	i	v	false
i	n	d	i	ș	false
i	n	d	i	ț	false
i	n	d	k	a	false
i	n	d	o	a	false
i	n	d	o	b	false
i	n	d	o	c	false
i	n	d	o	e	false
i	n	d	o	g	false
i	n	d	o	i	false
i	n	d	o	l	false
i	n	d	o	m	false
i	n	d	o	n	false
i	n	d	o	o	false
i	n	d	o	s	false
i	n	d	o	u	false
i	n	d	o	ș	false
i	n	d	r	a	false
i	n	d	r	e	false
i	n	d	r	i	false
i	n	d	r	o	false
i	n	d	r	u	false
i	n	d	r	â	false
i	n	d	r	ă	false
i	n	d	u	-	false
i	n	d	u	b	false
i	n	d	u	c	false
i	n	d	u	f	false
i	n	d	u	i	false
i	n	d	u	l	false
i	n	d	u	m	false
i	n	d	u	p	false
i	n	d	u	r	false
i	n	d	u	s	false
i	n	d	u	â	false
i	n	d	u	ș	false
i	n	d	u	ț	false
i	n	d	â	n	false
i	n	d	ă	-	false
i	n	d	ă	m	false
i	n	d	ă	r	false
i	n	d	ă	t	false
i	n	e	a	-	false
i	n	e	a	-	true
i	n	e	a	d	true
i	n	e	a	f	false
i	n	e	a	i	false
i	n	e	a	i	true
i	n	e	a	l	false
i	n	e	a	l	true
i	n	e	a	m	false
i	n	e	a	m	true
i	n	e	a	n	false
i	n	e	a	n	true
i	n	e	a	o	false
i	n	e	a	p	false
i	n	e	a	r	false
i	n	e	a	r	true
i	n	e	a	s	false
i	n	e	a	s	true
i	n	e	a	t	true
i	n	e	a	u	false
i	n	e	a	u	true
i	n	e	a	v	true
i	n	e	a	z	false
i	n	e	a	z	true
i	n	e	a	ș	false
i	n	e	a	ș	true
i	n	e	a	ț	false
i	n	e	a	ț	true
i	n	e	b	u	true
i	n	e	c	-	false
i	n	e	c	a	true
i	n	e	c	d	false
i	n	e	c	e	true
i	n	e	c	h	true
i	n	e	c	i	false
i	n	e	c	i	true
i	n	e	c	l	true
i	n	e	c	o	true
i	n	e	c	r	true
i	n	e	c	t	false
i	n	e	c	u	true
i	n	e	c	â	true
i	n	e	c	ă	true
i	n	e	d	e	true
i	n	e	d	i	true
i	n	e	d	r	true
i	n	e	e	-	true
i	n	e	e	a	true
i	n	e	e	i	true
i	n	e	e	l	true
i	n	e	e	m	true
i	n	e	e	z	true
i	n	e	f	a	true
i	n	e	f	i	true
i	n	e	f	o	true
i	n	e	f	r	true
i	n	e	f	ă	true
i	n	e	g	a	true
i	n	e	g	e	true
i	n	e	g	r	true
i	n	e	i	-	false
i	n	e	i	d	false
i	n	e	i	e	true
i	n	e	i	i	true
i	n	e	i	l	true
i	n	e	i	n	false
i	n	e	i	p	false
i	n	e	i	u	true
i	n	e	l	-	false
i	n	e	l	a	true
i	n	e	l	c	false
i	n	e	l	e	true
i	n	e	l	i	false
i	n	e	l	i	true
i	n	e	l	o	true
i	n	e	l	u	true
i	n	e	l	ă	true
i	n	e	m	-	false
i	n	e	m	a	true
i	n	e	m	e	true
i	n	e	m	i	true
i	n	e	n	-	false
i	n	e	n	c	false
i	n	e	n	e	true
i	n	e	n	i	false
i	n	e	n	i	true
i	n	e	n	t	false
i	n	e	n	u	true
i	n	e	n	ț	false
i	n	e	o	g	true
i	n	e	o	r	true
i	n	e	p	a	true
i	n	e	p	e	true
i	n	e	p	r	true
i	n	e	p	t	false
i	n	e	p	u	true
i	n	e	p	ț	false
i	n	e	r	-	false
i	n	e	r	a	true
i	n	e	r	e	true
i	n	e	r	g	false
i	n	e	r	i	false
i	n	e	r	i	true
i	n	e	r	m	false
i	n	e	r	o	true
i	n	e	r	t	false
i	n	e	r	u	true
i	n	e	r	v	false
i	n	e	r	â	true
i	n	e	r	ă	true
i	n	e	r	ț	false
i	n	e	s	c	false
i	n	e	s	c	true
i	n	e	s	e	true
i	n	e	s	p	false
i	n	e	s	t	false
i	n	e	t	-	false
i	n	e	t	a	true
i	n	e	t	e	true
i	n	e	t	i	true
i	n	e	t	o	true
i	n	e	t	u	true
i	n	e	t	ă	true
i	n	e	u	-	false
i	n	e	u	l	true
i	n	e	u	m	true
i	n	e	u	r	true
i	n	e	u	t	true
i	n	e	v	a	true
i	n	e	v	e	true
i	n	e	v	i	true
i	n	e	v	o	true
i	n	e	v	r	true
i	n	e	x	a	true
i	n	e	x	c	false
i	n	e	x	i	true
i	n	e	x	o	true
i	n	e	x	p	false
i	n	e	x	t	false
i	n	e	z	-	false
i	n	e	z	a	true
i	n	e	z	e	true
i	n	e	z	i	false
i	n	e	z	i	true
i	n	e	z	o	true
i	n	e	z	u	true
i	n	e	z	ă	true
i	n	e	â	n	true
i	n	e	î	n	true
i	n	e	ă	-	true
i	n	e	ș	i	false
i	n	e	ș	t	false
i	n	e	ț	-	false
i	n	e	ț	e	true
i	n	e	ț	i	false
i	n	e	ț	i	true
i	n	e	ț	u	true
i	n	f	a	i	false
i	n	f	a	m	false
i	n	f	a	n	false
i	n	f	a	r	false
i	n	f	a	t	false
i	n	f	a	z	false
i	n	f	e	c	false
i	n	f	e	r	false
i	n	f	e	s	false
i	n	f	i	d	false
i	n	f	i	l	false
i	n	f	i	m	false
i	n	f	i	n	false
i	n	f	i	r	false
i	n	f	i	x	false
i	n	f	l	a	false
i	n	f	l	e	false
i	n	f	l	i	false
i	n	f	l	o	false
i	n	f	l	u	false
i	n	f	o	l	false
i	n	f	o	n	false
i	n	f	o	r	false
i	n	f	o	s	false
i	n	f	r	a	false
i	n	f	r	u	false
i	n	f	u	n	false
i	n	f	u	z	false
i	n	g	a	-	false
i	n	g	a	i	false
i	n	g	a	j	false
i	n	g	a	l	false
i	n	g	a	m	false
i	n	g	a	r	false
i	n	g	a	s	false
i	n	g	a	t	false
i	n	g	a	u	false
i	n	g	a	v	false
i	n	g	a	ș	false
i	n	g	a	ț	false
i	n	g	c	l	true
i	n	g	d	a	true
i	n	g	e	-	false
i	n	g	e	a	false
i	n	g	e	b	false
i	n	g	e	c	false
i	n	g	e	c	true
i	n	g	e	l	false
i	n	g	e	m	false
i	n	g	e	n	false
i	n	g	e	r	false
i	n	g	e	s	false
i	n	g	e	ț	false
i	n	g	h	e	false
i	n	g	h	i	false
i	n	g	i	-	false
i	n	g	i	a	false
i	n	g	i	b	false
i	n	g	i	e	false
i	n	g	i	i	false
i	n	g	i	l	false
i	n	g	i	n	false
i	n	g	i	o	false
i	n	g	i	r	false
i	n	g	i	s	false
i	n	g	i	t	false
i	n	g	i	u	false
i	n	g	i	v	false
i	n	g	l	e	false
i	n	g	m	a	false
i	n	g	n	a	false
i	n	g	o	-	false
i	n	g	o	a	false
i	n	g	o	c	false
i	n	g	o	e	false
i	n	g	o	f	false
i	n	g	o	l	false
i	n	g	o	m	false
i	n	g	o	p	false
i	n	g	o	r	false
i	n	g	o	s	false
i	n	g	o	t	false
i	n	g	o	u	false
i	n	g	p	a	true
i	n	g	p	o	true
i	n	g	r	a	false
i	n	g	r	e	false
i	n	g	s	-	false
i	n	g	s	u	false
i	n	g	u	a	false
i	n	g	u	i	false
i	n	g	u	l	false
i	n	g	u	r	false
i	n	g	u	ș	false
i	n	g	u	ț	false
i	n	g	v	-	false
i	n	g	v	e	false
i	n	g	v	i	false
i	n	g	v	ă	false
i	n	g	â	n	false
i	n	g	ă	-	false
i	n	g	ă	i	false
i	n	g	ă	m	false
i	n	g	ă	n	false
i	n	g	ă	r	false
i	n	g	ă	t	false
i	n	g	ă	u	false
i	n	g	ă	ș	false
i	n	h	a	l	false
i	n	h	i	b	false
i	n	h	u	m	false
i	n	i	a	-	true
i	n	i	a	c	true
i	n	i	a	i	true
i	n	i	a	m	true
i	n	i	a	n	false
i	n	i	a	n	true
i	n	i	a	p	true
i	n	i	a	r	false
i	n	i	a	r	true
i	n	i	a	s	true
i	n	i	a	t	false
i	n	i	a	t	true
i	n	i	a	u	true
i	n	i	a	v	true
i	n	i	a	z	true
i	n	i	a	ș	true
i	n	i	a	ț	false
i	n	i	a	ț	true
i	n	i	b	a	true
i	n	i	b	i	true
i	n	i	c	-	false
i	n	i	c	a	true
i	n	i	c	e	true
i	n	i	c	h	true
i	n	i	c	i	false
i	n	i	c	i	true
i	n	i	c	o	true
i	n	i	c	r	true
i	n	i	c	u	true
i	n	i	c	v	false
i	n	i	c	ă	true
i	n	i	d	-	false
i	n	i	d	a	true
i	n	i	d	e	true
i	n	i	d	i	true
i	n	i	d	u	true
i	n	i	d	ă	true
i	n	i	e	-	true
i	n	i	e	c	false
i	n	i	e	i	true
i	n	i	e	m	true
i	n	i	e	n	true
i	n	i	e	r	true
i	n	i	e	t	false
i	n	i	e	t	true
i	n	i	e	z	true
i	n	i	f	e	true
i	n	i	f	i	true
i	n	i	f	o	true
i	n	i	f	r	true
i	n	i	f	u	true
i	n	i	g	e	true
i	n	i	g	o	true
i	n	i	g	r	true
i	n	i	i	-	false
i	n	i	i	-	true
i	n	i	i	a	true
i	n	i	i	c	false
i	n	i	i	d	false
i	n	i	i	f	false
i	n	i	i	l	false
i	n	i	i	l	true
i	n	i	i	n	false
i	n	i	i	n	true
i	n	i	i	u	false
i	n	i	j	u	true
i	n	i	l	-	false
i	n	i	l	a	true
i	n	i	l	e	true
i	n	i	l	i	true
i	n	i	l	o	true
i	n	i	l	u	true
i	n	i	m	-	false
i	n	i	m	a	true
i	n	i	m	e	true
i	n	i	m	i	false
i	n	i	m	i	true
i	n	i	m	o	true
i	n	i	m	u	true
i	n	i	m	ă	true
i	n	i	n	-	false
i	n	i	n	a	true
i	n	i	n	d	false
i	n	i	n	e	true
i	n	i	n	g	false
i	n	i	n	i	false
i	n	i	n	i	true
i	n	i	n	t	false
i	n	i	n	ă	true
i	n	i	o	a	false
i	n	i	o	a	true
i	n	i	o	i	true
i	n	i	o	m	true
i	n	i	o	n	true
i	n	i	o	r	false
i	n	i	p	e	true
i	n	i	p	l	true
i	n	i	p	o	true
i	n	i	r	e	true
i	n	i	r	i	false
i	n	i	r	i	true
i	n	i	r	u	true
i	n	i	r	ă	true
i	n	i	s	a	true
i	n	i	s	c	false
i	n	i	s	e	true
i	n	i	s	m	false
i	n	i	s	o	true
i	n	i	s	t	false
i	n	i	s	â	true
i	n	i	s	ă	true
i	n	i	t	-	false
i	n	i	t	a	true
i	n	i	t	e	true
i	n	i	t	i	true
i	n	i	t	o	true
i	n	i	t	r	true
i	n	i	t	u	true
i	n	i	t	ă	true
i	n	i	u	-	false
i	n	i	u	l	false
i	n	i	u	l	true
i	n	i	u	n	true
i	n	i	u	ț	true
i	n	i	v	o	true
i	n	i	z	a	true
i	n	i	z	e	true
i	n	i	z	i	false
i	n	i	z	i	true
i	n	i	z	â	true
i	n	i	z	ă	true
i	n	i	ș	-	false
i	n	i	ș	i	false
i	n	i	ș	i	true
i	n	i	ș	l	false
i	n	i	ș	o	true
i	n	i	ș	t	false
i	n	i	ș	u	true
i	n	i	ț	a	true
i	n	i	ț	e	true
i	n	i	ț	i	false
i	n	i	ț	i	true
i	n	i	ț	ă	true
i	n	j	a	-	false
i	n	j	e	c	false
i	n	j	i	-	false
i	n	j	i	l	false
i	n	j	o	a	false
i	n	j	o	n	false
i	n	j	u	r	false
i	n	j	u	s	false
i	n	j	u	ș	false
i	n	k	l	e	true
i	n	k	s	-	false
i	n	k	s	u	false
i	n	l	a	n	false
i	n	l	â	c	false
i	n	m	u	s	false
i	n	n	a	v	false
i	n	o	a	c	false
i	n	o	a	c	true
i	n	o	a	d	false
i	n	o	a	g	false
i	n	o	a	i	false
i	n	o	a	l	false
i	n	o	a	m	false
i	n	o	a	m	true
i	n	o	a	p	false
i	n	o	a	r	false
i	n	o	a	s	false
i	n	o	b	e	true
i	n	o	b	i	true
i	n	o	b	l	true
i	n	o	b	s	false
i	n	o	b	u	true
i	n	o	c	-	false
i	n	o	c	e	true
i	n	o	c	i	false
i	n	o	c	i	true
i	n	o	c	l	true
i	n	o	c	o	true
i	n	o	c	t	false
i	n	o	c	u	true
i	n	o	c	ț	false
i	n	o	d	-	false
i	n	o	d	a	true
i	n	o	d	e	true
i	n	o	d	i	true
i	n	o	d	o	true
i	n	o	d	r	true
i	n	o	d	u	true
i	n	o	d	ă	true
i	n	o	f	a	true
i	n	o	f	e	true
i	n	o	f	i	true
i	n	o	f	l	true
i	n	o	f	o	true
i	n	o	g	-	false
i	n	o	g	e	true
i	n	o	g	r	true
i	n	o	g	u	true
i	n	o	i	a	true
i	n	o	i	d	true
i	n	o	i	z	true
i	n	o	l	-	false
i	n	o	l	a	true
i	n	o	l	e	true
i	n	o	l	i	false
i	n	o	l	i	true
i	n	o	l	o	true
i	n	o	l	u	true
i	n	o	l	ă	true
i	n	o	m	-	false
i	n	o	m	a	true
i	n	o	m	b	false
i	n	o	m	e	true
i	n	o	m	i	true
i	n	o	m	o	true
i	n	o	m	u	true
i	n	o	n	-	false
i	n	o	n	a	true
i	n	o	n	c	true
i	n	o	n	e	true
i	n	o	n	i	true
i	n	o	n	u	true
i	n	o	n	ă	true
i	n	o	p	a	true
i	n	o	p	e	true
i	n	o	p	i	true
i	n	o	p	l	true
i	n	o	p	o	true
i	n	o	p	r	true
i	n	o	p	s	false
i	n	o	p	t	false
i	n	o	p	t	true
i	n	o	p	ă	true
i	n	o	p	ț	false
i	n	o	r	-	false
i	n	o	r	a	true
i	n	o	r	e	true
i	n	o	r	g	false
i	n	o	r	i	false
i	n	o	r	i	true
i	n	o	r	m	false
i	n	o	r	o	true
i	n	o	r	u	true
i	n	o	r	ă	true
i	n	o	s	-	false
i	n	o	s	a	true
i	n	o	s	c	false
i	n	o	s	c	true
i	n	o	s	i	true
i	n	o	s	p	false
i	n	o	s	t	false
i	n	o	s	u	true
i	n	o	t	-	false
i	n	o	t	a	true
i	n	o	t	e	true
i	n	o	t	i	true
i	n	o	t	o	true
i	n	o	t	r	true
i	n	o	t	u	true
i	n	o	t	â	true
i	n	o	t	ă	true
i	n	o	u	-	false
i	n	o	u	g	true
i	n	o	u	l	true
i	n	o	u	r	true
i	n	o	u	ț	false
i	n	o	v	a	true
i	n	o	v	e	true
i	n	o	v	i	true
i	n	o	v	n	false
i	n	o	v	â	true
i	n	o	v	ă	true
i	n	o	x	-	false
i	n	o	x	i	true
i	n	o	x	u	true
i	n	o	z	a	true
i	n	o	z	e	true
i	n	o	z	i	true
i	n	o	z	o	true
i	n	o	z	â	true
i	n	o	z	ă	true
i	n	o	ș	e	true
i	n	o	ș	i	false
i	n	o	ș	i	true
i	n	p	l	a	false
i	n	p	u	t	false
i	n	s	a	l	false
i	n	s	a	n	false
i	n	s	a	t	false
i	n	s	a	ț	false
i	n	s	c	r	false
i	n	s	c	u	true
i	n	s	e	-	false
i	n	s	e	c	false
i	n	s	e	i	false
i	n	s	e	m	false
i	n	s	e	n	false
i	n	s	e	p	false
i	n	s	e	r	false
i	n	s	e	s	false
i	n	s	e	ș	false
i	n	s	i	d	false
i	n	s	i	g	false
i	n	s	i	n	false
i	n	s	i	p	false
i	n	s	i	s	false
i	n	s	k	i	false
i	n	s	o	a	false
i	n	s	o	c	false
i	n	s	o	l	false
i	n	s	o	m	false
i	n	s	o	n	false
i	n	s	o	r	false
i	n	s	o	u	false
i	n	s	p	e	true
i	n	s	p	i	false
i	n	s	p	i	true
i	n	s	p	r	false
i	n	s	t	a	false
i	n	s	t	e	false
i	n	s	t	i	false
i	n	s	t	r	false
i	n	s	u	b	false
i	n	s	u	c	false
i	n	s	u	f	false
i	n	s	u	l	false
i	n	s	u	p	false
i	n	s	u	r	false
i	n	s	ă	-	false
i	n	s	ă	t	false
i	n	t	a	-	false
i	n	t	a	b	false
i	n	t	a	c	false
i	n	t	a	d	false
i	n	t	a	g	false
i	n	t	a	i	false
i	n	t	a	l	false
i	n	t	a	m	false
i	n	t	a	n	false
i	n	t	a	r	false
i	n	t	a	s	false
i	n	t	a	t	false
i	n	t	a	u	false
i	n	t	a	x	false
i	n	t	a	ș	false
i	n	t	a	ț	false
i	n	t	e	-	false
i	n	t	e	a	false
i	n	t	e	c	false
i	n	t	e	g	false
i	n	t	e	i	false
i	n	t	e	l	false
i	n	t	e	m	false
i	n	t	e	n	false
i	n	t	e	r	false
i	n	t	e	s	false
i	n	t	e	s	true
i	n	t	e	t	false
i	n	t	e	u	false
i	n	t	e	v	false
i	n	t	e	z	false
i	n	t	e	ș	false
i	n	t	i	-	false
i	n	t	i	a	false
i	n	t	i	c	false
i	n	t	i	e	false
i	n	t	i	f	false
i	n	t	i	g	false
i	n	t	i	i	false
i	n	t	i	l	false
i	n	t	i	m	false
i	n	t	i	n	false
i	n	t	i	o	false
i	n	t	i	r	false
i	n	t	i	s	false
i	n	t	i	t	false
i	n	t	i	u	false
i	n	t	i	ș	false
i	n	t	i	ț	false
i	n	t	o	a	false
i	n	t	o	d	false
i	n	t	o	d	true
i	n	t	o	i	false
i	n	t	o	l	false
i	n	t	o	m	false
i	n	t	o	n	false
i	n	t	o	s	false
i	n	t	o	t	false
i	n	t	o	u	false
i	n	t	o	x	false
i	n	t	o	ș	false
i	n	t	r	a	false
i	n	t	r	e	false
i	n	t	r	i	false
i	n	t	r	o	false
i	n	t	r	u	false
i	n	t	r	â	false
i	n	t	r	ă	false
i	n	t	u	i	false
i	n	t	u	l	false
i	n	t	u	p	false
i	n	t	u	r	false
i	n	t	u	ț	false
i	n	t	v	i	true
i	n	t	â	i	false
i	n	t	â	n	false
i	n	t	ă	-	false
i	n	t	ă	l	false
i	n	t	ă	m	false
i	n	t	ă	r	false
i	n	t	ă	t	false
i	n	t	ă	ț	false
i	n	u	a	-	true
i	n	u	a	i	true
i	n	u	a	m	true
i	n	u	a	n	true
i	n	u	a	r	true
i	n	u	a	s	true
i	n	u	a	t	true
i	n	u	a	u	true
i	n	u	a	ș	true
i	n	u	a	ț	false
i	n	u	a	ț	true
i	n	u	c	i	true
i	n	u	c	l	true
i	n	u	c	u	true
i	n	u	e	-	false
i	n	u	e	-	true
i	n	u	e	a	true
i	n	u	e	n	true
i	n	u	e	z	true
i	n	u	i	-	false
i	n	u	i	-	true
i	n	u	i	a	true
i	n	u	i	e	true
i	n	u	i	i	true
i	n	u	i	m	true
i	n	u	i	n	true
i	n	u	i	r	true
i	n	u	i	s	true
i	n	u	i	t	true
i	n	u	i	ș	true
i	n	u	i	ț	true
i	n	u	l	-	false
i	n	u	l	a	true
i	n	u	l	c	false
i	n	u	l	d	false
i	n	u	l	e	true
i	n	u	l	g	false
i	n	u	l	u	true
i	n	u	l	ă	true
i	n	u	n	a	true
i	n	u	n	d	false
i	n	u	n	e	true
i	n	u	n	i	false
i	n	u	n	i	true
i	n	u	n	z	false
i	n	u	n	â	true
i	n	u	n	ă	true
i	n	u	o	a	true
i	n	u	o	s	true
i	n	u	o	z	true
i	n	u	o	ș	true
i	n	u	r	a	true
i	n	u	r	i	false
i	n	u	r	i	true
i	n	u	r	ă	true
i	n	u	s	-	false
i	n	u	s	c	false
i	n	u	s	e	true
i	n	u	s	o	true
i	n	u	s	u	true
i	n	u	t	-	false
i	n	u	t	a	true
i	n	u	t	e	true
i	n	u	t	i	true
i	n	u	t	u	true
i	n	u	t	ă	true
i	n	u	u	-	true
i	n	u	z	a	true
i	n	u	z	i	true
i	n	u	â	n	true
i	n	u	ă	-	false
i	n	u	ă	-	true
i	n	u	ă	m	true
i	n	u	ă	r	false
i	n	u	ș	a	true
i	n	u	ș	e	true
i	n	u	ș	i	false
i	n	u	ș	ă	true
i	n	u	ț	-	false
i	n	u	ț	a	true
i	n	u	ț	e	true
i	n	u	ț	i	false
i	n	u	ț	i	true
i	n	u	ț	u	true
i	n	u	ț	ă	true
i	n	v	a	d	false
i	n	v	a	g	false
i	n	v	a	l	false
i	n	v	a	r	false
i	n	v	a	z	false
i	n	v	e	c	false
i	n	v	e	n	false
i	n	v	e	r	false
i	n	v	e	s	false
i	n	v	e	t	false
i	n	v	i	d	false
i	n	v	i	n	false
i	n	v	i	o	false
i	n	v	i	t	false
i	n	v	i	z	false
i	n	v	i	ț	false
i	n	v	o	c	false
i	n	v	o	l	false
i	n	v	u	l	false
i	n	x	i	t	false
i	n	x	u	l	false
i	n	x	u	r	false
i	n	z	e	a	false
i	n	z	e	c	false
i	n	z	i	-	false
i	n	z	i	i	false
i	n	z	i	l	false
i	n	z	u	l	false
i	n	z	â	n	false
i	n	z	ă	t	false
i	n	â	n	d	false
i	n	ă	c	i	true
i	n	ă	c	u	true
i	n	ă	d	e	true
i	n	ă	d	u	true
i	n	ă	i	a	true
i	n	ă	i	e	true
i	n	ă	l	a	true
i	n	ă	l	ă	true
i	n	ă	m	-	false
i	n	ă	r	e	true
i	n	ă	r	i	false
i	n	ă	r	i	true
i	n	ă	r	u	true
i	n	ă	s	ă	true
i	n	ă	t	a	true
i	n	ă	t	o	true
i	n	ă	t	u	true
i	n	ă	t	ă	true
i	n	ă	u	i	false
i	n	ă	u	n	true
i	n	ă	ț	a	true
i	n	ă	ț	e	true
i	n	ă	ț	â	true
i	n	ă	ț	ă	true
i	n	ș	a	-	false
i	n	ș	a	h	false
i	n	ș	a	i	false
i	n	ș	a	j	false
i	n	ș	a	m	false
i	n	ș	a	r	false
i	n	ș	a	s	false
i	n	ș	a	t	false
i	n	ș	a	u	false
i	n	ș	a	ș	false
i	n	ș	a	ț	false
i	n	ș	e	a	false
i	n	ș	e	z	false
i	n	ș	i	-	false
i	n	ș	i	i	false
i	n	ș	i	l	false
i	n	ș	o	r	false
i	n	ș	â	n	false
i	n	ș	ă	-	false
i	n	ș	ă	m	false
i	n	ș	ă	r	false
i	n	ț	a	-	false
i	n	ț	a	i	false
i	n	ț	a	m	false
i	n	ț	a	r	false
i	n	ț	a	s	false
i	n	ț	a	t	false
i	n	ț	a	u	false
i	n	ț	a	ș	false
i	n	ț	a	ț	false
i	n	ț	e	-	false
i	n	ț	e	a	false
i	n	ț	e	i	false
i	n	ț	e	l	false
i	n	ț	e	n	false
i	n	ț	e	r	false
i	n	ț	e	s	false
i	n	ț	e	z	false
i	n	ț	e	ș	false
i	n	ț	i	-	false
i	n	ț	i	a	false
i	n	ț	i	c	false
i	n	ț	i	e	false
i	n	ț	i	f	false
i	n	ț	i	i	false
i	n	ț	i	l	false
i	n	ț	i	m	false
i	n	ț	i	n	false
i	n	ț	i	r	false
i	n	ț	i	s	false
i	n	ț	i	t	false
i	n	ț	i	ș	false
i	n	ț	i	ț	false
i	n	ț	o	l	false
i	n	ț	o	m	false
i	n	ț	u	l	false
i	n	ț	u	r	false
i	n	ț	â	n	false
i	n	ț	ă	-	false
i	n	ț	ă	m	false
i	n	ț	ă	r	false
i	n	ț	ă	t	false
i	o	a	b	a	true
i	o	a	b	e	true
i	o	a	b	o	true
i	o	a	b	ă	true
i	o	a	c	a	true
i	o	a	c	c	false
i	o	a	c	e	true
i	o	a	c	l	true
i	o	a	c	t	false
i	o	a	c	u	true
i	o	a	c	ă	true
i	o	a	d	a	true
i	o	a	d	e	true
i	o	a	d	ă	true
i	o	a	f	e	true
i	o	a	g	a	true
i	o	a	g	e	true
i	o	a	g	ă	true
i	o	a	i	a	true
i	o	a	i	c	true
i	o	a	i	e	true
i	o	a	l	a	true
i	o	a	l	c	false
i	o	a	l	e	true
i	o	a	l	f	false
i	o	a	l	n	false
i	o	a	l	t	false
i	o	a	l	ă	true
i	o	a	m	a	true
i	o	a	m	b	false
i	o	a	m	e	true
i	o	a	m	p	false
i	o	a	n	a	true
i	o	a	n	c	false
i	o	a	n	d	false
i	o	a	n	e	true
i	o	a	n	i	true
i	o	a	n	ă	true
i	o	a	p	a	true
i	o	a	p	e	true
i	o	a	p	o	true
i	o	a	p	ă	true
i	o	a	r	a	true
i	o	a	r	c	false
i	o	a	r	e	true
i	o	a	r	s	false
i	o	a	r	ă	true
i	o	a	s	a	true
i	o	a	s	c	false
i	o	a	s	e	true
i	o	a	s	o	true
i	o	a	s	t	false
i	o	a	s	t	true
i	o	a	s	ă	true
i	o	a	t	a	true
i	o	a	t	e	true
i	o	a	t	ă	true
i	o	a	ș	ă	true
i	o	b	a	c	false
i	o	b	a	g	false
i	o	b	a	l	false
i	o	b	a	n	false
i	o	b	a	r	false
i	o	b	e	a	false
i	o	b	e	r	false
i	o	b	e	s	false
i	o	b	e	ș	false
i	o	b	i	-	false
i	o	b	i	a	false
i	o	b	i	b	false
i	o	b	i	e	false
i	o	b	i	i	false
i	o	b	i	l	false
i	o	b	i	m	false
i	o	b	i	n	false
i	o	b	i	o	false
i	o	b	i	r	false
i	o	b	i	s	false
i	o	b	i	t	false
i	o	b	i	u	false
i	o	b	i	ș	false
i	o	b	i	ț	false
i	o	b	l	a	false
i	o	b	o	t	false
i	o	b	s	c	true
i	o	b	u	l	false
