b21	b10	a01	a12	a23	syl
i	r	i	j	i	false
i	r	i	j	o	false
i	r	i	j	â	false
i	r	i	j	ă	false
i	r	i	l	-	false
i	r	i	l	e	false
i	r	i	l	i	false
i	r	i	l	o	false
i	r	i	l	u	false
i	r	i	l	ă	false
i	r	i	m	-	false
i	r	i	m	a	false
i	r	i	m	e	false
i	r	i	m	i	false
i	r	i	m	u	false
i	r	i	n	-	false
i	r	i	n	a	false
i	r	i	n	c	false
i	r	i	n	d	false
i	r	i	n	e	false
i	r	i	n	g	false
i	r	i	n	t	false
i	r	i	n	u	false
i	r	i	n	x	false
i	r	i	n	ă	false
i	r	i	o	c	false
i	r	i	o	l	false
i	r	i	o	m	false
i	r	i	p	-	false
i	r	i	p	a	false
i	r	i	p	c	false
i	r	i	p	e	false
i	r	i	p	i	false
i	r	i	p	l	false
i	r	i	p	â	false
i	r	i	p	ă	false
i	r	i	r	e	false
i	r	i	r	i	false
i	r	i	r	ă	false
i	r	i	s	-	false
i	r	i	s	e	false
i	r	i	s	i	false
i	r	i	s	m	false
i	r	i	s	t	false
i	r	i	s	u	false
i	r	i	t	-	false
i	r	i	t	a	false
i	r	i	t	e	false
i	r	i	t	i	false
i	r	i	t	m	false
i	r	i	t	o	false
i	r	i	t	u	false
i	r	i	t	â	false
i	r	i	t	ă	false
i	r	i	u	-	false
i	r	i	u	l	false
i	r	i	u	m	false
i	r	i	z	-	false
i	r	i	z	a	false
i	r	i	z	e	false
i	r	i	z	i	false
i	r	i	z	u	false
i	r	i	z	â	false
i	r	i	z	ă	false
i	r	i	ș	-	false
i	r	i	ș	i	false
i	r	i	ș	o	false
i	r	i	ș	t	false
i	r	i	ș	u	false
i	r	i	ț	i	false
i	r	j	a	-	true
i	r	j	a	r	true
i	r	j	e	-	true
i	r	j	e	i	true
i	r	j	e	l	true
i	r	j	ă	-	true
i	r	j	ă	r	true
i	r	l	a	-	true
i	r	l	a	n	true
i	r	l	e	-	true
i	r	l	e	i	true
i	r	l	e	l	true
i	r	l	i	a	true
i	r	l	i	c	true
i	r	l	i	e	true
i	r	l	i	g	true
i	r	l	i	i	true
i	r	l	i	u	true
i	r	l	o	a	true
i	r	l	o	s	true
i	r	l	o	ș	true
i	r	l	â	c	true
i	r	l	ă	-	true
i	r	m	-	-	false
i	r	m	a	-	true
i	r	m	a	b	true
i	r	m	a	i	true
i	r	m	a	m	true
i	r	m	a	n	true
i	r	m	a	r	true
i	r	m	a	s	true
i	r	m	a	t	true
i	r	m	a	u	true
i	r	m	a	ș	true
i	r	m	a	ț	true
i	r	m	e	-	true
i	r	m	e	c	true
i	r	m	e	i	true
i	r	m	e	l	true
i	r	m	e	r	true
i	r	m	i	-	false
i	r	m	i	d	true
i	r	m	i	e	true
i	r	m	i	i	true
i	r	m	i	l	true
i	r	m	i	t	true
i	r	m	i	z	true
i	r	m	o	a	true
i	r	m	o	s	true
i	r	m	u	l	true
i	r	m	â	n	true
i	r	m	ă	-	true
i	r	m	ă	m	true
i	r	m	ă	r	true
i	r	n	-	-	false
i	r	n	a	-	true
i	r	n	a	n	true
i	r	n	e	-	true
i	r	n	e	i	true
i	r	n	e	l	true
i	r	n	i	c	true
i	r	n	i	s	true
i	r	n	u	l	true
i	r	n	ă	-	true
i	r	o	-	-	false
i	r	o	a	g	false
i	r	o	a	i	false
i	r	o	a	n	false
i	r	o	a	s	false
i	r	o	b	a	false
i	r	o	b	l	false
i	r	o	b	o	false
i	r	o	b	u	false
i	r	o	c	a	false
i	r	o	c	h	false
i	r	o	c	i	false
i	r	o	c	l	false
i	r	o	c	o	false
i	r	o	c	r	false
i	r	o	c	u	false
i	r	o	d	-	false
i	r	o	d	e	false
i	r	o	d	i	false
i	r	o	d	u	false
i	r	o	e	l	false
i	r	o	f	a	false
i	r	o	f	i	false
i	r	o	f	l	false
i	r	o	f	o	false
i	r	o	f	r	false
i	r	o	g	a	false
i	r	o	g	e	false
i	r	o	g	i	false
i	r	o	g	n	false
i	r	o	g	r	false
i	r	o	g	ă	false
i	r	o	i	-	false
i	r	o	i	a	false
i	r	o	i	d	false
i	r	o	i	e	false
i	r	o	i	i	false
i	r	o	i	l	false
i	r	o	i	n	false
i	r	o	i	r	false
i	r	o	i	s	false
i	r	o	i	t	false
i	r	o	i	u	false
i	r	o	i	z	false
i	r	o	i	ț	false
i	r	o	l	-	false
i	r	o	l	a	false
i	r	o	l	e	false
i	r	o	l	i	false
i	r	o	l	o	false
i	r	o	l	u	false
i	r	o	l	ă	false
i	r	o	m	a	false
i	r	o	m	e	false
i	r	o	m	o	false
i	r	o	m	â	false
i	r	o	n	-	false
i	r	o	n	d	false
i	r	o	n	e	false
i	r	o	n	i	false
i	r	o	n	o	false
i	r	o	n	u	false
i	r	o	o	r	false
i	r	o	p	-	false
i	r	o	p	a	false
i	r	o	p	e	false
i	r	o	p	i	false
i	r	o	p	l	false
i	r	o	p	o	false
i	r	o	p	t	false
i	r	o	p	u	false
i	r	o	p	â	false
i	r	o	p	ă	false
i	r	o	r	-	false
i	r	o	r	i	false
i	r	o	r	u	false
i	r	o	s	-	false
i	r	o	s	c	false
i	r	o	s	e	false
i	r	o	s	f	false
i	r	o	s	i	false
i	r	o	s	t	false
i	r	o	s	u	false
i	r	o	t	-	false
i	r	o	t	e	false
i	r	o	t	i	false
i	r	o	t	o	false
i	r	o	t	u	false
i	r	o	t	ă	false
i	r	o	u	-	false
i	r	o	u	l	false
i	r	o	u	r	false
i	r	o	v	a	false
i	r	o	v	e	false
i	r	o	v	i	false
i	r	o	v	n	false
i	r	o	x	e	false
i	r	o	x	i	false
i	r	o	x	i	true
i	r	o	z	a	false
i	r	o	z	e	false
i	r	o	z	i	false
i	r	o	z	n	false
i	r	o	z	ă	false
i	r	o	ș	c	false
i	r	o	ș	i	false
i	r	o	ș	t	false
i	r	o	ș	u	false
i	r	o	ț	i	false
i	r	p	-	-	false
i	r	p	a	-	true
i	r	p	a	b	true
i	r	p	a	i	true
i	r	p	a	m	true
i	r	p	a	r	true
i	r	p	a	s	true
i	r	p	a	t	true
i	r	p	a	u	true
i	r	p	a	ș	true
i	r	p	a	ț	true
i	r	p	e	-	true
i	r	p	e	a	true
i	r	p	e	i	true
i	r	p	e	l	true
i	r	p	i	-	false
i	r	p	i	c	true
i	r	p	i	r	true
i	r	p	â	n	true
i	r	p	ă	-	true
i	r	p	ă	m	true
i	r	p	ă	r	true
i	r	s	-	-	false
i	r	s	u	l	true
i	r	s	u	r	true
i	r	s	u	t	true
i	r	s	u	ț	true
i	r	t	-	-	false
i	r	t	a	-	true
i	r	t	a	c	true
i	r	t	a	i	true
i	r	t	a	k	false
i	r	t	a	k	true
i	r	t	a	m	true
i	r	t	a	r	true
i	r	t	a	s	true
i	r	t	a	t	true
i	r	t	a	u	true
i	r	t	a	ș	true
i	r	t	a	ț	true
i	r	t	e	-	true
i	r	t	e	a	true
i	r	t	e	i	true
i	r	t	e	l	true
i	r	t	e	z	true
i	r	t	i	e	true
i	r	t	i	n	true
i	r	t	o	a	true
i	r	t	o	m	true
i	r	t	o	s	true
i	r	t	o	ș	true
i	r	t	u	a	true
i	r	t	u	l	true
i	r	t	u	o	true
i	r	t	u	r	true
i	r	t	u	t	true
i	r	t	u	ț	true
i	r	t	â	n	true
i	r	t	ă	-	true
i	r	t	ă	m	true
i	r	t	ă	ș	true
i	r	u	b	i	false
i	r	u	d	i	false
i	r	u	e	t	false
i	r	u	g	b	false
i	r	u	i	-	false
i	r	u	i	a	false
i	r	u	i	e	false
i	r	u	i	i	false
i	r	u	i	m	false
i	r	u	i	n	false
i	r	u	i	r	false
i	r	u	i	s	false
i	r	u	i	t	false
i	r	u	i	ș	false
i	r	u	i	ț	false
i	r	u	l	-	false
i	r	u	l	d	false
i	r	u	l	e	false
i	r	u	l	i	false
i	r	u	l	u	false
i	r	u	m	p	false
i	r	u	n	d	false
i	r	u	p	-	false
i	r	u	p	e	false
i	r	u	p	i	false
i	r	u	p	s	false
i	r	u	p	t	false
i	r	u	p	â	false
i	r	u	p	ă	false
i	r	u	p	ț	false
i	r	u	r	g	false
i	r	u	r	i	false
i	r	u	s	-	false
i	r	u	s	a	false
i	r	u	s	e	false
i	r	u	s	o	false
i	r	u	s	u	false
i	r	u	ș	i	false
i	r	u	ț	-	false
i	r	u	ț	a	false
i	r	u	ț	e	false
i	r	u	ț	i	false
i	r	u	ț	u	false
i	r	u	ț	ă	false
i	r	v	a	n	true
i	r	â	i	o	false
i	r	â	n	d	false
i	r	ă	-	-	false
i	r	ă	i	-	false
i	r	ă	i	a	false
i	r	ă	i	e	false
i	r	ă	i	i	false
i	r	ă	i	l	false
i	r	ă	i	m	false
i	r	ă	i	n	false
i	r	ă	i	r	false
i	r	ă	i	s	false
i	r	ă	i	t	false
i	r	ă	i	ș	false
i	r	ă	i	ț	false
i	r	ă	m	-	false
i	r	ă	n	e	false
i	r	ă	r	i	false
i	r	ă	u	-	false
i	r	ă	u	l	false
i	r	ă	z	b	false
i	r	ă	ț	i	false
i	r	ș	c	a	true
i	r	ț	i	-	false
i	r	ț	i	i	true
i	r	ț	i	l	true
i	s	a	-	-	false
i	s	a	b	e	false
i	s	a	b	i	false
i	s	a	c	a	false
i	s	a	c	ă	false
i	s	a	d	a	false
i	s	a	d	e	false
i	s	a	d	i	false
i	s	a	d	ă	false
i	s	a	g	i	false
i	s	a	g	i	true
i	s	a	i	-	false
i	s	a	i	u	false
i	s	a	j	-	false
i	s	a	j	e	false
i	s	a	j	u	false
i	s	a	l	-	false
i	s	a	l	e	false
i	s	a	l	i	false
i	s	a	l	p	false
i	s	a	l	p	true
i	s	a	l	u	false
i	s	a	l	ă	false
i	s	a	m	-	false
i	s	a	m	a	false
i	s	a	m	e	false
i	s	a	n	-	false
i	s	a	n	d	false
i	s	a	n	i	false
i	s	a	n	t	false
i	s	a	n	u	false
i	s	a	n	u	true
i	s	a	n	ț	false
i	s	a	r	-	false
i	s	a	r	d	false
i	s	a	r	e	false
i	s	a	r	i	false
i	s	a	r	t	false
i	s	a	r	t	true
i	s	a	r	u	false
i	s	a	r	z	false
i	s	a	r	ă	false
i	s	a	s	e	false
i	s	a	t	-	false
i	s	a	t	e	false
i	s	a	t	i	false
i	s	a	t	o	false
i	s	a	t	u	false
i	s	a	t	ă	false
i	s	a	u	-	false
i	s	a	ș	i	false
i	s	a	ț	i	false
i	s	b	e	i	true
i	s	b	e	r	true
i	s	b	e	u	true
i	s	c	-	-	false
i	s	c	a	-	true
i	s	c	a	b	true
i	s	c	a	f	false
i	s	c	a	f	true
i	s	c	a	i	true
i	s	c	a	l	true
i	s	c	a	m	true
i	s	c	a	n	false
i	s	c	a	n	true
i	s	c	a	r	true
i	s	c	a	s	true
i	s	c	a	t	true
i	s	c	a	u	true
i	s	c	a	ș	true
i	s	c	a	ț	true
i	s	c	e	-	true
i	s	c	e	a	true
i	s	c	e	i	true
i	s	c	e	l	true
i	s	c	e	n	false
i	s	c	e	n	true
i	s	c	e	r	true
i	s	c	f	r	false
i	s	c	h	e	true
i	s	c	h	i	false
i	s	c	h	i	true
i	s	c	i	-	false
i	s	c	i	b	true
i	s	c	i	c	true
i	s	c	i	d	true
i	s	c	i	e	false
i	s	c	i	e	true
i	s	c	i	f	true
i	s	c	i	i	true
i	s	c	i	l	true
i	s	c	i	n	true
i	s	c	i	p	true
i	s	c	i	t	true
i	s	c	i	v	true
i	s	c	i	z	true
i	s	c	l	a	true
i	s	c	o	-	true
i	s	c	o	a	false
i	s	c	o	a	true
i	s	c	o	b	true
i	s	c	o	d	true
i	s	c	o	e	true
i	s	c	o	f	true
i	s	c	o	g	true
i	s	c	o	i	false
i	s	c	o	i	true
i	s	c	o	l	true
i	s	c	o	n	true
i	s	c	o	p	false
i	s	c	o	p	true
i	s	c	o	r	false
i	s	c	o	r	true
i	s	c	o	s	true
i	s	c	o	t	true
i	s	c	o	z	true
i	s	c	r	a	true
i	s	c	r	e	true
i	s	c	r	i	true
i	s	c	r	o	true
i	s	c	u	e	true
i	s	c	u	i	true
i	s	c	u	l	true
i	s	c	u	r	true
i	s	c	u	s	true
i	s	c	u	t	true
i	s	c	u	u	true
i	s	c	u	ă	true
i	s	c	u	ș	true
i	s	c	u	ț	true
i	s	c	â	n	true
i	s	c	ă	-	true
i	s	c	ă	l	true
i	s	c	ă	m	true
i	s	c	ă	r	true
i	s	d	e	d	true
i	s	d	i	c	true
i	s	d	i	v	true
i	s	e	-	-	false
i	s	e	a	-	false
i	s	e	a	i	false
i	s	e	a	l	false
i	s	e	a	m	false
i	s	e	a	r	false
i	s	e	a	s	false
i	s	e	a	u	false
i	s	e	a	z	false
i	s	e	a	ț	false
i	s	e	c	-	false
i	s	e	c	a	false
i	s	e	c	e	false
i	s	e	c	i	false
i	s	e	c	r	false
i	s	e	c	t	false
i	s	e	c	u	false
i	s	e	c	â	false
i	s	e	c	ă	false
i	s	e	c	ț	false
i	s	e	e	-	false
i	s	e	e	a	false
i	s	e	e	i	false
i	s	e	g	r	false
i	s	e	i	-	false
i	s	e	i	c	false
i	s	e	i	i	false
i	s	e	i	l	false
i	s	e	i	s	false
i	s	e	l	-	false
i	s	e	l	e	false
i	s	e	l	e	true
i	s	e	l	g	false
i	s	e	l	i	false
i	s	e	l	o	false
i	s	e	l	u	false
i	s	e	m	-	false
i	s	e	m	a	false
i	s	e	m	i	false
i	s	e	n	-	false
i	s	e	n	i	false
i	s	e	n	s	false
i	s	e	n	t	false
i	s	e	n	u	false
i	s	e	n	z	false
i	s	e	n	ț	false
i	s	e	p	a	false
i	s	e	p	i	false
i	s	e	p	s	false
i	s	e	p	t	false
i	s	e	r	-	false
i	s	e	r	e	false
i	s	e	r	i	false
i	s	e	r	t	false
i	s	e	r	u	false
i	s	e	r	ă	false
i	s	e	s	c	false
i	s	e	s	e	false
i	s	e	s	t	false
i	s	e	t	-	false
i	s	e	t	a	false
i	s	e	t	e	false
i	s	e	t	r	false
i	s	e	t	u	false
i	s	e	t	ă	false
i	s	e	u	-	false
i	s	e	u	l	false
i	s	e	u	r	false
i	s	e	x	t	false
i	s	e	x	u	false
i	s	e	z	-	false
i	s	e	z	a	false
i	s	e	z	e	false
i	s	e	z	i	false
i	s	e	z	ă	false
i	s	e	ș	i	false
i	s	e	ș	t	false
i	s	e	ț	-	false
i	s	e	ț	e	false
i	s	e	ț	u	false
i	s	f	a	c	true
i	s	f	a	g	true
i	s	f	a	t	false
i	s	f	a	t	true
i	s	f	a	z	true
i	s	f	a	ț	false
i	s	f	a	ț	true
i	s	f	e	r	false
i	s	f	e	r	true
i	s	f	i	a	true
i	s	f	i	e	true
i	s	f	o	n	true
i	s	f	o	r	true
i	s	f	u	n	true
i	s	f	ă	-	true
i	s	f	ă	c	true
i	s	g	r	a	true
i	s	h	m	a	true
i	s	i	-	-	false
i	s	i	a	-	false
i	s	i	a	c	false
i	s	i	a	n	false
i	s	i	b	i	false
i	s	i	c	-	false
i	s	i	c	a	false
i	s	i	c	e	false
i	s	i	c	i	false
i	s	i	c	o	false
i	s	i	c	u	false
i	s	i	c	ă	false
i	s	i	d	e	false
i	s	i	d	i	false
i	s	i	e	-	false
i	s	i	e	i	false
i	s	i	e	n	false
i	s	i	e	r	false
i	s	i	f	a	false
i	s	i	f	i	false
i	s	i	f	o	false
i	s	i	h	i	false
i	s	i	i	-	false
i	s	i	i	l	false
i	s	i	l	a	false
i	s	i	l	o	false
i	s	i	m	-	false
i	s	i	m	e	false
i	s	i	m	i	false
i	s	i	m	u	false
i	s	i	m	ă	false
i	s	i	m	ț	false
i	s	i	n	a	false
i	s	i	n	c	false
i	s	i	n	d	false
i	s	i	n	e	false
i	s	i	n	g	false
i	s	i	n	i	false
i	s	i	n	t	false
i	s	i	n	ă	false
i	s	i	o	a	false
i	s	i	o	l	false
i	s	i	o	n	false
i	s	i	p	-	false
i	s	i	p	a	false
i	s	i	p	e	false
i	s	i	p	i	false
i	s	i	p	o	false
i	s	i	p	u	false
i	s	i	p	â	false
i	s	i	p	ă	false
i	s	i	r	-	false
i	s	i	r	e	false
i	s	i	r	i	false
i	s	i	r	l	false
i	s	i	r	u	false
i	s	i	r	ă	false
i	s	i	s	e	false
i	s	i	s	m	false
i	s	i	s	t	false
i	s	i	t	-	false
i	s	i	t	a	false
i	s	i	t	e	false
i	s	i	t	i	false
i	s	i	t	o	false
i	s	i	t	u	false
i	s	i	t	ă	false
i	s	i	u	n	false
i	s	i	v	-	false
i	s	i	v	a	false
i	s	i	v	e	false
i	s	i	v	i	false
i	s	i	v	u	false
i	s	i	v	ă	false
i	s	i	ș	i	false
i	s	i	ș	t	false
i	s	i	ț	i	false
i	s	j	u	n	true
i	s	l	a	-	true
i	s	l	a	i	true
i	s	l	a	l	true
i	s	l	a	m	true
i	s	l	a	n	true
i	s	l	a	r	true
i	s	l	a	s	true
i	s	l	a	t	true
i	s	l	a	u	true
i	s	l	a	z	false
i	s	l	a	z	true
i	s	l	a	ș	true
i	s	l	a	ț	true
i	s	l	e	-	true
i	s	l	e	a	true
i	s	l	e	i	true
i	s	l	e	l	true
i	s	l	e	s	true
i	s	l	e	x	true
i	s	l	e	z	true
i	s	l	e	ș	true
i	s	l	i	-	true
i	s	l	i	i	true
i	s	l	i	m	true
i	s	l	i	n	true
i	s	l	i	r	true
i	s	l	i	s	true
i	s	l	i	t	true
i	s	l	i	ș	true
i	s	l	i	ț	true
i	s	l	o	a	true
i	s	l	o	c	true
i	s	l	o	g	true
i	s	l	o	p	true
i	s	l	u	i	true
i	s	l	u	n	true
i	s	l	â	n	true
i	s	l	ă	-	true
i	s	l	ă	m	true
i	s	m	-	-	false
i	s	m	a	-	true
i	s	m	a	i	true
i	s	m	a	l	true
i	s	m	a	n	true
i	s	m	a	r	true
i	s	m	a	t	true
i	s	m	a	ț	true
i	s	m	e	-	true
i	s	m	e	i	true
i	s	m	e	l	true
i	s	m	e	n	true
i	s	m	i	-	false
i	s	m	i	c	true
i	s	m	l	e	false
i	s	m	n	e	true
i	s	m	o	g	true
i	s	m	o	l	true
i	s	m	o	m	true
i	s	m	o	n	true
i	s	m	o	r	true
i	s	m	o	s	true
i	s	m	o	t	true
i	s	m	u	l	true
i	s	m	u	s	true
i	s	m	u	t	true
i	s	m	ă	-	true
i	s	n	a	f	true
i	s	n	i	c	true
i	s	n	o	v	true
i	s	o	a	c	false
i	s	o	a	d	false
i	s	o	a	i	false
i	s	o	a	n	false
i	s	o	a	r	false
i	s	o	a	s	false
i	s	o	a	v	false
i	s	o	b	e	false
i	s	o	c	-	false
i	s	o	c	a	false
i	s	o	c	i	false
i	s	o	c	u	false
i	s	o	d	-	false
i	s	o	d	a	false
i	s	o	d	i	false
i	s	o	d	i	true
i	s	o	d	u	false
i	s	o	f	e	false
i	s	o	f	o	false
i	s	o	g	a	false
i	s	o	g	i	false
i	s	o	g	l	false
i	s	o	g	r	false
i	s	o	i	-	false
i	s	o	i	a	false
i	s	o	i	d	false
i	s	o	i	i	false
i	s	o	i	l	false
i	s	o	i	u	false
i	s	o	l	-	false
i	s	o	l	a	false
i	s	o	l	e	false
i	s	o	l	i	false
i	s	o	l	o	false
i	s	o	l	u	false
i	s	o	l	ă	false
i	s	o	m	e	false
i	s	o	m	i	false
i	s	o	n	-	false
i	s	o	n	a	false
i	s	o	n	d	false
i	s	o	n	e	false
i	s	o	n	i	false
i	s	o	n	u	false
i	s	o	n	ă	false
i	s	o	p	-	false
i	s	o	p	e	false
i	s	o	p	i	false
i	s	o	p	r	false
i	s	o	p	u	false
i	s	o	r	-	false
i	s	o	r	e	false
i	s	o	r	g	false
i	s	o	r	i	false
i	s	o	r	u	false
i	s	o	s	-	false
i	s	o	s	c	false
i	s	o	s	e	false
i	s	o	s	i	false
i	s	o	s	m	false
i	s	o	s	m	true
i	s	o	s	u	false
i	s	o	t	e	false
i	s	o	u	-	false
i	s	o	u	l	false
i	s	o	v	-	false
i	s	o	v	u	false
i	s	o	ș	i	false
i	s	p	-	-	false
i	s	p	a	-	true
i	s	p	a	i	true
i	s	p	a	m	true
i	s	p	a	n	false
i	s	p	a	n	true
i	s	p	a	r	true
i	s	p	a	s	false
i	s	p	a	s	true
i	s	p	a	t	true
i	s	p	a	u	true
i	s	p	a	ș	true
i	s	p	a	ț	false
i	s	p	a	ț	true
i	s	p	e	-	true
i	s	p	e	a	true
i	s	p	e	c	true
i	s	p	e	i	true
i	s	p	e	l	true
i	s	p	e	n	true
i	s	p	e	p	true
i	s	p	e	r	false
i	s	p	e	r	true
i	s	p	e	z	true
i	s	p	i	c	false
i	s	p	i	c	true
i	s	p	i	d	true
i	s	p	i	s	true
i	s	p	i	t	true
i	s	p	i	z	true
i	s	p	i	ș	true
i	s	p	l	a	true
i	s	p	l	ă	true
i	s	p	n	e	false
i	s	p	n	e	true
i	s	p	o	a	true
i	s	p	o	l	true
i	s	p	o	m	true
i	s	p	o	n	true
i	s	p	o	r	false
i	s	p	o	r	true
i	s	p	o	t	true
i	s	p	o	z	true
i	s	p	r	a	true
i	s	p	r	e	false
i	s	p	r	e	true
i	s	p	r	o	false
i	s	p	r	o	true
i	s	p	r	u	true
i	s	p	r	ă	true
i	s	p	u	i	true
i	s	p	u	l	true
i	s	p	u	m	false
i	s	p	u	m	true
i	s	p	u	n	true
i	s	p	u	s	true
i	s	p	u	t	true
i	s	p	u	ș	true
i	s	p	u	ț	true
i	s	p	â	n	true
i	s	p	ă	-	true
i	s	p	ă	m	true
i	s	p	ă	r	true
i	s	p	ă	t	false
i	s	p	ă	ș	true
i	s	r	i	t	true
i	s	r	u	p	true
i	s	s	-	-	false
i	s	s	a	n	true
i	s	s	i	m	true
i	s	t	-	-	false
i	s	t	a	-	true
i	s	t	a	b	true
i	s	t	a	c	true
i	s	t	a	d	true
i	s	t	a	g	true
i	s	t	a	i	true
i	s	t	a	l	false
i	s	t	a	l	true
i	s	t	a	m	false
i	s	t	a	m	true
i	s	t	a	n	true
i	s	t	a	r	true
i	s	t	a	s	true
i	s	t	a	t	false
i	s	t	a	t	true
i	s	t	a	u	true
i	s	t	a	v	false
i	s	t	a	v	true
i	s	t	a	x	false
i	s	t	a	x	true
i	s	t	a	z	true
i	s	t	a	ș	true
i	s	t	a	ț	true
i	s	t	e	-	true
i	s	t	e	a	false
i	s	t	e	a	true
i	s	t	e	c	true
i	s	t	e	i	false
i	s	t	e	i	true
i	s	t	e	l	true
i	s	t	e	m	true
i	s	t	e	n	false
i	s	t	e	n	true
i	s	t	e	r	false
i	s	t	e	r	true
i	s	t	e	z	true
i	s	t	e	ț	true
i	s	t	i	-	false
i	s	t	i	a	true
i	s	t	i	b	true
i	s	t	i	c	true
i	s	t	i	d	true
i	s	t	i	e	true
i	s	t	i	f	true
i	s	t	i	h	false
i	s	t	i	h	true
i	s	t	i	i	true
i	s	t	i	l	false
i	s	t	i	l	true
i	s	t	i	n	true
i	s	t	i	o	true
i	s	t	i	r	false
i	s	t	i	r	true
i	s	t	i	s	true
i	s	t	i	t	true
i	s	t	i	v	true
i	s	t	i	ț	false
i	s	t	i	ț	true
i	s	t	l	e	false
i	s	t	m	-	false
i	s	t	m	i	false
i	s	t	m	u	false
i	s	t	n	i	false
i	s	t	o	-	true
i	s	t	o	a	true
i	s	t	o	c	false
i	s	t	o	c	true
i	s	t	o	d	true
i	s	t	o	f	true
i	s	t	o	g	true
i	s	t	o	i	true
i	s	t	o	l	false
i	s	t	o	l	true
i	s	t	o	m	false
i	s	t	o	m	true
i	s	t	o	n	true
i	s	t	o	p	true
i	s	t	o	r	false
i	s	t	o	r	true
i	s	t	o	s	true
i	s	t	o	t	true
i	s	t	o	u	true
i	s	t	o	v	true
i	s	t	o	z	true
i	s	t	o	ș	true
i	s	t	r	a	false
i	s	t	r	a	true
i	s	t	r	e	true
i	s	t	r	i	false
i	s	t	r	i	true
i	s	t	r	o	false
i	s	t	r	o	true
i	s	t	r	u	false
i	s	t	r	u	true
i	s	t	r	â	true
i	s	t	r	ă	true
i	s	t	u	i	true
i	s	t	u	l	true
i	s	t	u	p	false
i	s	t	u	r	false
i	s	t	u	r	true
i	s	t	u	ț	true
i	s	t	â	n	true
i	s	t	ă	-	true
i	s	t	ă	a	true
i	s	t	ă	i	true
i	s	t	ă	l	true
i	s	t	ă	m	true
i	s	t	ă	r	true
i	s	t	ă	t	true
i	s	t	ă	u	true
i	s	t	ă	v	true
i	s	t	ă	ș	true
i	s	u	a	d	false
i	s	u	a	s	false
i	s	u	b	m	false
i	s	u	d	o	false
i	s	u	l	-	false
i	s	u	l	a	false
i	s	u	l	c	false
i	s	u	l	f	false
i	s	u	l	u	false
i	s	u	m	a	false
i	s	u	m	e	false
i	s	u	m	ă	false
i	s	u	p	o	false
i	s	u	r	a	false
i	s	u	r	e	false
i	s	u	r	i	false
i	s	u	r	o	false
i	s	u	r	â	false
i	s	u	r	ă	false
i	s	u	t	i	false
i	s	v	o	i	true
i	s	â	n	d	false
i	s	ă	-	-	false
i	s	ă	c	a	false
i	s	ă	c	i	false
i	s	ă	c	ă	false
i	s	ă	g	e	false
i	s	ă	g	i	false
i	s	ă	l	b	false
i	s	ă	l	o	false
i	s	ă	m	-	false
i	s	ă	p	t	false
i	s	ă	r	i	false
i	s	ă	t	o	false
i	s	ț	i	-	false
i	t	a	-	-	false
i	t	a	b	a	false
i	t	a	b	i	false
i	t	a	b	u	false
i	t	a	c	-	false
i	t	a	c	e	false
i	t	a	c	i	false
i	t	a	c	l	false
i	t	a	c	o	false
i	t	a	c	u	false
i	t	a	d	e	false
i	t	a	d	i	false
i	t	a	f	-	false
i	t	a	f	u	false
i	t	a	g	i	false
i	t	a	g	o	false
i	t	a	i	-	false
i	t	a	j	-	false
i	t	a	j	e	false
i	t	a	j	u	false
i	t	a	l	-	false
i	t	a	l	a	false
i	t	a	l	b	false
i	t	a	l	e	false
i	t	a	l	i	false
i	t	a	l	l	false
i	t	a	l	o	false
i	t	a	l	u	false
i	t	a	l	ă	false
i	t	a	m	-	false
i	t	a	m	a	false
i	t	a	m	i	false
i	t	a	m	n	false
i	t	a	n	-	false
i	t	a	n	a	false
i	t	a	n	c	false
i	t	a	n	d	false
i	t	a	n	e	false
i	t	a	n	g	false
i	t	a	n	i	false
i	t	a	n	l	false
i	t	a	n	o	false
i	t	a	n	p	false
i	t	a	n	t	false
i	t	a	n	u	false
i	t	a	n	ă	false
i	t	a	n	ț	false
i	t	a	r	-	false
i	t	a	r	a	false
i	t	a	r	c	false
i	t	a	r	d	false
i	t	a	r	e	false
i	t	a	r	g	false
i	t	a	r	g	true
i	t	a	r	i	false
i	t	a	r	o	false
i	t	a	r	u	false
i	t	a	r	z	false
i	t	a	r	ă	false
i	t	a	s	e	false
i	t	a	t	-	false
i	t	a	t	a	false
i	t	a	t	e	false
i	t	a	t	i	false
i	t	a	t	o	false
i	t	a	t	u	false
i	t	a	t	ă	false
i	t	a	u	-	false
i	t	a	u	a	false
i	t	a	v	a	false
i	t	a	x	i	false
i	t	a	z	â	false
i	t	a	ș	-	false
i	t	a	ș	e	false
i	t	a	ș	i	false
i	t	a	ș	u	false
i	t	a	ț	i	false
i	t	c	a	-	true
i	t	c	e	-	true
i	t	c	e	i	true
i	t	c	e	l	true
i	t	c	ă	-	true
i	t	c	ă	i	true
i	t	d	e	m	true
i	t	e	-	-	false
i	t	e	a	-	false
i	t	e	a	g	false
i	t	e	a	i	false
i	t	e	a	l	false
i	t	e	a	m	false
i	t	e	a	n	false
i	t	e	a	s	false
i	t	e	a	t	false
i	t	e	a	u	false
i	t	e	a	v	false
i	t	e	a	z	false
i	t	e	a	ț	false
i	t	e	c	-	false
i	t	e	c	a	false
i	t	e	c	e	false
i	t	e	c	i	false
i	t	e	c	o	false
i	t	e	c	t	false
