b32	b21	b10	a01	syl
l	o	n	s	true
l	o	n	t	true
l	o	n	u	false
l	o	n	z	false
l	o	n	z	true
l	o	n	â	false
l	o	n	ă	false
l	o	n	ț	false
l	o	n	ț	true
l	o	o	h	false
l	o	p	a	false
l	o	p	e	false
l	o	p	i	false
l	o	p	l	false
l	o	p	o	false
l	o	p	r	false
l	o	p	s	false
l	o	p	s	true
l	o	p	t	false
l	o	p	t	true
l	o	p	u	false
l	o	p	â	false
l	o	p	ă	false
l	o	r	a	false
l	o	r	a	true
l	o	r	b	true
l	o	r	c	false
l	o	r	c	true
l	o	r	d	false
l	o	r	d	true
l	o	r	e	false
l	o	r	e	true
l	o	r	f	true
l	o	r	g	true
l	o	r	h	true
l	o	r	i	false
l	o	r	k	true
l	o	r	l	true
l	o	r	m	true
l	o	r	n	true
l	o	r	o	false
l	o	r	o	true
l	o	r	p	true
l	o	r	r	true
l	o	r	s	true
l	o	r	t	true
l	o	r	u	false
l	o	r	u	true
l	o	r	v	true
l	o	r	z	false
l	o	r	z	true
l	o	r	â	false
l	o	r	ă	false
l	o	r	ș	true
l	o	r	ț	true
l	o	s	a	false
l	o	s	c	false
l	o	s	c	true
l	o	s	e	false
l	o	s	f	true
l	o	s	i	false
l	o	s	o	false
l	o	s	p	true
l	o	s	t	false
l	o	s	t	true
l	o	s	u	false
l	o	s	â	false
l	o	s	ă	false
l	o	t	a	false
l	o	t	c	false
l	o	t	c	true
l	o	t	e	false
l	o	t	i	false
l	o	t	o	false
l	o	t	r	false
l	o	t	u	false
l	o	t	â	false
l	o	t	ă	false
l	o	u	a	false
l	o	u	l	false
l	o	u	l	true
l	o	u	r	false
l	o	u	r	true
l	o	u	â	false
l	o	u	ă	false
l	o	v	a	false
l	o	v	e	false
l	o	v	i	false
l	o	v	n	false
l	o	v	n	true
l	o	v	o	false
l	o	v	u	false
l	o	v	ă	false
l	o	w	a	false
l	o	w	u	false
l	o	x	a	false
l	o	x	e	false
l	o	x	i	false
l	o	x	o	false
l	o	x	u	false
l	o	x	â	false
l	o	x	ă	false
l	o	y	u	false
l	o	z	a	false
l	o	z	e	false
l	o	z	i	false
l	o	z	o	false
l	o	z	u	false
l	o	z	â	false
l	o	z	ă	false
l	o	ș	a	false
l	o	ș	c	true
l	o	ș	e	false
l	o	ș	i	false
l	o	ș	n	true
l	o	ș	t	false
l	o	ș	t	true
l	o	ș	u	false
l	o	ș	â	false
l	o	ș	ă	false
l	o	ț	a	false
l	o	ț	i	false
l	o	ț	u	false
l	p	a	b	true
l	p	a	c	false
l	p	a	c	true
l	p	a	g	true
l	p	a	i	false
l	p	a	m	false
l	p	a	n	false
l	p	a	n	true
l	p	a	r	false
l	p	a	r	true
l	p	a	s	true
l	p	a	t	false
l	p	a	t	true
l	p	a	u	false
l	p	a	v	false
l	p	a	v	true
l	p	a	ș	false
l	p	a	ș	true
l	p	a	ț	false
l	p	a	ț	true
l	p	e	a	false
l	p	e	b	true
l	p	e	d	true
l	p	e	i	false
l	p	e	l	false
l	p	e	l	true
l	p	e	n	false
l	p	e	n	true
l	p	e	s	false
l	p	e	t	true
l	p	e	z	false
l	p	e	z	true
l	p	e	ș	false
l	p	e	ș	true
l	p	i	a	true
l	p	i	c	true
l	p	i	d	true
l	p	i	e	true
l	p	i	f	true
l	p	i	g	false
l	p	i	g	true
l	p	i	i	false
l	p	i	l	true
l	p	i	n	false
l	p	i	n	true
l	p	i	o	true
l	p	i	s	true
l	p	i	t	false
l	p	i	t	true
l	p	i	z	false
l	p	i	z	true
l	p	i	ș	true
l	p	i	ț	false
l	p	i	ț	true
l	p	l	a	false
l	p	o	a	false
l	p	o	c	true
l	p	o	d	true
l	p	o	i	false
l	p	o	i	true
l	p	o	p	true
l	p	o	r	false
l	p	o	r	true
l	p	o	s	false
l	p	o	s	true
l	p	o	z	true
l	p	o	ș	false
l	p	r	o	false
l	p	t	a	false
l	p	t	e	false
l	p	t	o	false
l	p	t	u	false
l	p	t	â	false
l	p	t	ă	false
l	p	u	i	true
l	p	u	l	false
l	p	u	l	true
l	p	u	r	false
l	p	u	r	true
l	p	u	t	true
l	p	u	z	true
l	p	u	ș	true
l	p	u	ț	true
l	p	â	i	false
l	p	â	i	true
l	p	â	n	false
l	p	ă	d	true
l	p	ă	i	false
l	p	ă	i	true
l	p	ă	l	true
l	p	ă	m	false
l	p	ă	m	true
l	p	ă	r	false
l	p	ă	r	true
l	p	ă	s	true
l	p	ă	u	true
l	p	ă	ș	true
l	r	a	c	true
l	r	a	d	true
l	r	e	s	false
l	r	o	c	true
l	r	o	d	true
l	r	o	ș	true
l	r	u	s	true
l	r	â	z	true
l	s	a	c	true
l	s	a	i	false
l	s	a	l	true
l	s	a	m	false
l	s	a	m	true
l	s	a	n	false
l	s	a	n	true
l	s	a	r	false
l	s	a	r	true
l	s	a	s	true
l	s	a	t	false
l	s	a	t	true
l	s	a	u	false
l	s	a	ș	false
l	s	a	ț	false
l	s	a	ț	true
l	s	e	a	false
l	s	e	c	true
l	s	e	i	false
l	s	e	r	true
l	s	e	s	true
l	s	e	t	false
l	s	e	t	true
l	s	e	z	false
l	s	e	z	true
l	s	e	ș	false
l	s	i	a	true
l	s	i	e	true
l	s	i	f	true
l	s	i	i	false
l	s	i	i	true
l	s	i	m	false
l	s	i	n	false
l	s	i	n	true
l	s	i	o	false
l	s	i	o	true
l	s	i	t	false
l	s	i	t	true
l	s	i	u	false
l	s	i	u	true
l	s	i	v	false
l	s	i	v	true
l	s	o	a	false
l	s	o	c	true
l	s	o	g	true
l	s	o	i	true
l	s	o	m	true
l	s	o	n	false
l	s	o	n	true
l	s	o	r	false
l	s	o	r	true
l	s	o	t	true
l	s	p	ă	false
l	s	t	e	false
l	s	t	i	false
l	s	t	o	false
l	s	t	r	false
l	s	u	l	false
l	s	u	l	true
l	s	u	r	false
l	s	u	r	true
l	s	â	n	false
l	s	ă	l	false
l	s	ă	m	false
l	s	ă	m	true
l	s	ă	r	false
l	s	ă	r	true
l	t	a	b	true
l	t	a	c	false
l	t	a	c	true
l	t	a	g	false
l	t	a	g	true
l	t	a	i	false
l	t	a	i	true
l	t	a	j	false
l	t	a	j	true
l	t	a	m	false
l	t	a	m	true
l	t	a	n	false
l	t	a	n	true
l	t	a	p	true
l	t	a	r	false
l	t	a	r	true
l	t	a	s	true
l	t	a	t	false
l	t	a	t	true
l	t	a	u	false
l	t	a	z	true
l	t	a	ș	false
l	t	a	ș	true
l	t	a	ț	false
l	t	a	ț	true
l	t	c	a	false
l	t	c	e	false
l	t	c	i	false
l	t	c	u	false
l	t	c	â	false
l	t	e	a	false
l	t	e	c	false
l	t	e	c	true
l	t	e	i	false
l	t	e	i	true
l	t	e	l	false
l	t	e	l	true
l	t	e	n	false
l	t	e	n	true
l	t	e	o	true
l	t	e	r	false
l	t	e	r	true
l	t	e	s	false
l	t	e	u	false
l	t	e	u	true
l	t	e	z	false
l	t	e	z	true
l	t	e	ș	false
l	t	e	ț	false
l	t	e	ț	true
l	t	f	e	false
l	t	h	e	false
l	t	h	o	false
l	t	h	u	false
l	t	i	a	false
l	t	i	a	true
l	t	i	c	false
l	t	i	c	true
l	t	i	d	true
l	t	i	e	true
l	t	i	f	true
l	t	i	g	true
l	t	i	i	false
l	t	i	j	true
l	t	i	l	true
l	t	i	m	false
l	t	i	m	true
l	t	i	n	false
l	t	i	n	true
l	t	i	o	true
l	t	i	p	true
l	t	i	r	false
l	t	i	r	true
l	t	i	s	false
l	t	i	s	true
l	t	i	t	false
l	t	i	t	true
l	t	i	u	true
l	t	i	v	false
l	t	i	v	true
l	t	i	z	true
l	t	i	ș	false
l	t	i	ș	true
l	t	i	ț	false
l	t	i	ț	true
l	t	m	e	false
l	t	m	i	false
l	t	o	a	false
l	t	o	a	true
l	t	o	c	false
l	t	o	c	true
l	t	o	g	true
l	t	o	i	false
l	t	o	i	true
l	t	o	l	false
l	t	o	l	true
l	t	o	m	true
l	t	o	n	false
l	t	o	n	true
l	t	o	r	false
l	t	o	r	true
l	t	o	s	false
l	t	o	s	true
l	t	o	u	true
l	t	o	z	true
l	t	o	ș	false
l	t	p	u	false
l	t	r	a	false
l	t	r	e	false
l	t	r	o	false
l	t	r	u	false
l	t	r	â	false
l	t	r	ă	false
l	t	u	a	false
l	t	u	c	false
l	t	u	c	true
l	t	u	i	false
l	t	u	i	true
l	t	u	l	false
l	t	u	l	true
l	t	u	n	false
l	t	u	o	true
l	t	u	r	false
l	t	u	r	true
l	t	u	s	true
l	t	u	z	false
l	t	u	z	true
l	t	u	ț	false
l	t	u	ț	true
l	t	â	c	false
l	t	â	c	true
l	t	â	n	false
l	t	î	n	false
l	t	ă	a	true
l	t	ă	d	true
l	t	ă	g	true
l	t	ă	i	false
l	t	ă	i	true
l	t	ă	l	true
l	t	ă	m	false
l	t	ă	n	true
l	t	ă	r	false
l	t	ă	r	true
l	t	ă	s	true
l	t	ă	t	true
l	t	ă	u	false
l	t	ă	u	true
l	t	ă	ț	false
l	t	ă	ț	true
l	u	a	b	true
l	u	a	i	false
l	u	a	j	false
l	u	a	j	true
l	u	a	m	false
l	u	a	n	false
l	u	a	r	false
l	u	a	r	true
l	u	a	s	true
l	u	a	t	false
l	u	a	t	true
l	u	a	u	false
l	u	a	ș	false
l	u	a	ț	false
l	u	a	ț	true
l	u	b	a	false
l	u	b	b	true
l	u	b	e	false
l	u	b	i	false
l	u	b	m	true
l	u	b	r	false
l	u	b	u	false
l	u	b	ă	false
l	u	c	a	false
l	u	c	b	true
l	u	c	c	true
l	u	c	e	false
l	u	c	i	false
l	u	c	o	false
l	u	c	r	false
l	u	c	t	true
l	u	c	u	false
l	u	c	ă	false
l	u	c	ș	false
l	u	c	ș	true
l	u	d	a	false
l	u	d	d	true
l	u	d	e	false
l	u	d	i	false
l	u	d	l	false
l	u	d	o	false
l	u	d	r	false
l	u	d	w	true
l	u	d	â	false
l	u	d	ă	false
l	u	e	a	false
l	u	e	n	false
l	u	e	n	true
l	u	e	s	false
l	u	e	s	true
l	u	e	t	true
l	u	e	z	false
l	u	e	z	true
l	u	f	a	false
l	u	f	e	false
l	u	f	i	false
l	u	f	t	false
l	u	f	t	true
l	u	f	u	false
l	u	f	â	false
l	u	f	ă	false
l	u	g	a	false
l	u	g	e	false
l	u	g	h	false
l	u	g	i	false
l	u	g	o	false
l	u	g	u	false
l	u	g	ă	false
l	u	i	a	false
l	u	i	a	true
l	u	i	b	true
l	u	i	c	true
l	u	i	d	false
l	u	i	d	true
l	u	i	e	false
l	u	i	f	true
l	u	i	g	true
l	u	i	i	false
l	u	i	l	true
l	u	i	m	false
l	u	i	m	true
l	u	i	n	false
l	u	i	n	true
l	u	i	o	true
l	u	i	p	true
l	u	i	r	false
l	u	i	r	true
l	u	i	s	false
l	u	i	s	true
l	u	i	t	false
l	u	i	t	true
l	u	i	u	false
l	u	i	u	true
l	u	i	v	true
l	u	i	z	false
l	u	i	ș	false
l	u	i	ș	true
l	u	i	ț	false
l	u	j	a	false
l	u	j	b	true
l	u	j	e	false
l	u	j	i	false
l	u	j	n	true
l	u	l	a	false
l	u	l	b	true
l	u	l	c	true
l	u	l	d	true
l	u	l	e	false
l	u	l	f	true
l	u	l	i	false
l	u	l	l	true
l	u	l	m	true
l	u	l	o	false
l	u	l	p	true
l	u	l	r	true
l	u	l	u	false
l	u	l	ă	false
l	u	m	a	false
l	u	m	b	false
l	u	m	b	true
l	u	m	c	true
l	u	m	e	false
l	u	m	i	false
l	u	m	n	true
l	u	m	o	false
l	u	m	p	true
l	u	m	u	false
l	u	m	â	false
l	u	m	ă	false
l	u	n	a	false
l	u	n	c	false
l	u	n	c	true
l	u	n	e	false
l	u	n	g	false
l	u	n	g	true
l	u	n	i	false
l	u	n	o	false
l	u	n	t	true
l	u	n	u	false
l	u	n	ă	false
l	u	o	f	true
l	u	o	m	true
l	u	o	r	false
l	u	o	r	true
l	u	p	a	false
l	u	p	d	true
l	u	p	e	false
l	u	p	i	false
l	u	p	o	false
l	u	p	t	false
l	u	p	t	true
l	u	p	u	false
l	u	p	â	false
l	u	p	ă	false
l	u	p	ț	false
l	u	r	a	false
l	u	r	e	false
l	u	r	g	false
l	u	r	g	true
l	u	r	i	false
l	u	r	o	false
l	u	r	u	false
l	u	r	â	false
l	u	r	ă	false
l	u	s	a	false
l	u	s	c	true
l	u	s	e	false
l	u	s	i	false
l	u	s	o	false
l	u	s	p	true
l	u	s	r	true
l	u	s	t	false
l	u	s	t	true
l	u	s	u	false
l	u	s	v	true
l	u	s	â	false
l	u	s	ă	false
l	u	t	a	false
l	u	t	e	false
l	u	t	h	false
l	u	t	i	false
l	u	t	o	false
l	u	t	r	false
l	u	t	u	false
l	u	t	â	false
l	u	t	ă	false
l	u	u	l	false
l	u	u	l	true
l	u	u	r	false
l	u	u	r	true
l	u	v	i	false
l	u	x	a	false
l	u	x	e	false
l	u	x	f	true
l	u	x	i	false
l	u	x	m	true
l	u	x	o	false
l	u	x	u	false
l	u	x	â	false
l	u	x	ă	false
l	u	z	a	false
l	u	z	e	false
l	u	z	i	false
l	u	z	o	false
l	u	z	u	false
l	u	z	â	false
l	u	z	ă	false
l	u	â	n	false
l	u	ă	m	false
l	u	ă	r	false
l	u	ă	r	true
l	u	ș	a	false
l	u	ș	c	true
l	u	ș	e	false
l	u	ș	i	false
l	u	ș	n	true
l	u	ș	o	false
l	u	ș	t	true
l	u	ș	u	false
l	u	ș	â	false
l	u	ș	î	true
l	u	ș	ă	false
l	u	ț	a	false
l	u	ț	d	true
l	u	ț	e	false
l	u	ț	i	false
l	u	ț	u	false
l	u	ț	ă	false
l	v	a	b	true
l	v	a	c	true
l	v	a	d	true
l	v	a	g	true
l	v	a	i	false
l	v	a	l	true
l	v	a	m	false
l	v	a	m	true
l	v	a	n	false
l	v	a	n	true
l	v	a	r	false
l	v	a	r	true
l	v	a	s	true
l	v	a	t	false
l	v	a	t	true
l	v	a	u	false
l	v	a	u	true
l	v	a	ș	false
l	v	a	ț	false
l	v	a	ț	true
l	v	c	o	false
l	v	e	a	false
l	v	e	d	true
l	v	e	g	false
l	v	e	g	true
l	v	e	i	false
l	v	e	l	true
l	v	e	n	false
l	v	e	o	true
l	v	e	r	false
l	v	e	r	true
l	v	e	s	false
l	v	e	t	true
l	v	e	z	false
l	v	e	z	true
l	v	e	ș	false
l	v	e	ț	false
l	v	e	ț	true
l	v	g	a	false
l	v	i	a	true
l	v	i	c	false
l	v	i	c	true
l	v	i	e	true
l	v	i	f	true
l	v	i	g	true
l	v	i	i	false
l	v	i	i	true
l	v	i	l	true
l	v	i	m	false
l	v	i	m	true
l	v	i	n	false
l	v	i	n	true
l	v	i	o	true
l	v	i	p	true
l	v	i	r	false
l	v	i	r	true
l	v	i	s	false
l	v	i	s	true
l	v	i	t	false
l	v	i	t	true
l	v	i	ș	false
l	v	i	ț	false
l	v	i	ț	true
l	v	o	a	false
l	v	o	a	true
l	v	o	b	true
l	v	o	i	false
l	v	o	i	true
l	v	o	l	true
l	v	o	m	true
l	v	o	r	false
l	v	o	r	true
l	v	o	s	false
l	v	o	s	true
l	v	o	t	true
l	v	o	x	false
l	v	o	x	true
l	v	r	ă	false
l	v	u	l	false
l	v	u	l	true
l	v	u	r	false
l	v	u	r	true
l	v	â	i	false
l	v	â	i	true
l	v	â	n	false
l	v	â	r	false
l	v	ă	m	false
l	v	ă	n	true
l	v	ă	r	false
l	v	ă	r	true
l	v	ă	t	true
l	y	u	l	false
l	y	u	l	true
l	z	a	c	true
l	z	a	i	false
l	z	a	m	false
l	z	a	n	false
l	z	a	r	true
l	z	a	s	true
l	z	a	t	false
l	z	a	t	true
l	z	a	u	false
l	z	a	ș	false
l	z	a	ț	false
l	z	e	a	false
l	z	e	l	false
l	z	e	l	true
l	z	e	s	false
l	z	e	v	true
l	z	e	z	false
l	z	e	z	true
l	z	e	ș	false
l	z	i	f	true
l	z	i	i	false
l	z	i	l	true
l	z	i	m	false
l	z	i	n	false
l	z	i	r	false
l	z	i	r	true
l	z	i	s	true
l	z	i	t	false
l	z	i	t	true
l	z	i	ș	false
l	z	i	ș	true
l	z	i	ț	false
l	z	o	a	false
l	z	o	s	false
l	z	o	ș	false
l	z	u	l	false
l	z	u	l	true
l	z	â	n	false
l	z	ă	m	false
l	z	ă	r	false
l	z	ă	r	true
l	â	c	i	false
l	â	c	u	false
l	â	i	a	false
l	â	i	e	false
l	â	i	e	true
l	â	i	i	false
l	â	i	l	true
l	â	i	m	false
l	â	i	n	false
l	â	i	r	true
l	â	i	s	true
l	â	i	t	false
l	â	i	t	true
l	â	i	ș	false
l	â	i	ț	false
l	â	m	b	false
l	â	m	b	true
l	â	m	u	false
l	â	n	a	false
l	â	n	c	false
l	â	n	c	true
l	â	n	d	false
l	â	n	d	true
l	â	n	e	false
l	â	n	g	false
l	â	n	g	true
l	â	n	i	false
l	â	n	o	false
l	â	n	s	false
l	â	n	s	true
l	â	n	t	false
l	â	n	t	true
l	â	n	z	false
l	â	n	z	true
l	â	n	â	false
l	â	n	ă	false
l	â	n	ș	false
l	â	n	ț	false
l	â	u	l	false
l	â	u	l	true
l	ă	a	l	false
l	ă	b	e	false
l	ă	b	i	false
l	ă	b	o	false
l	ă	b	u	false
l	ă	b	ă	false
l	ă	c	a	false
l	ă	c	e	false
l	ă	c	i	false
l	ă	c	o	false
l	ă	c	r	false
l	ă	c	u	false
l	ă	c	â	false
l	ă	c	ă	false
l	ă	d	e	false
l	ă	d	i	false
l	ă	d	o	false
l	ă	d	u	false
l	ă	d	ă	false
l	ă	f	ă	false
l	ă	g	e	false
l	ă	g	i	false
l	ă	g	o	false
l	ă	g	r	false
l	ă	g	u	false
l	ă	i	a	false
l	ă	i	b	true
l	ă	i	c	true
l	ă	i	e	false
l	ă	i	i	false
l	ă	i	l	true
l	ă	i	m	false
l	ă	i	n	false
l	ă	i	n	true
l	ă	i	o	false
l	ă	i	r	false
l	ă	i	r	true
l	ă	i	s	true
l	ă	i	t	false
l	ă	i	t	true
l	ă	i	ș	false
l	ă	i	ș	true
l	ă	i	ț	false
l	ă	i	ț	true
l	ă	j	e	false
l	ă	j	g	true
l	ă	j	i	false
l	ă	l	a	false
l	ă	l	i	false
l	ă	l	u	false
l	ă	l	â	false
l	ă	l	ă	false
l	ă	m	a	false
l	ă	m	b	true
l	ă	m	e	false
l	ă	m	i	false
l	ă	m	o	false
l	ă	m	p	false
l	ă	m	p	true
l	ă	m	u	false
l	ă	m	â	false
l	ă	m	ă	false
l	ă	n	a	false
l	ă	n	c	false
l	ă	n	c	true
l	ă	n	e	false
l	ă	n	g	false
l	ă	n	g	true
l	ă	n	i	false
l	ă	n	o	false
l	ă	n	t	true
l	ă	n	u	false
l	ă	n	ă	false
l	ă	n	ț	false
l	ă	n	ț	true
l	ă	o	r	false
l	ă	o	r	true
l	ă	p	a	false
l	ă	p	c	false
l	ă	p	c	true
l	ă	p	i	false
l	ă	p	t	true
l	ă	p	u	false
l	ă	p	â	false
l	ă	p	ă	false
l	ă	r	a	false
l	ă	r	e	false
l	ă	r	g	true
l	ă	r	i	false
l	ă	r	m	false
l	ă	r	m	true
l	ă	r	o	false
l	ă	r	â	false
l	ă	r	ă	false
l	ă	s	a	false
l	ă	s	c	true
l	ă	s	e	false
l	ă	s	m	true
l	ă	s	n	true
l	ă	s	t	true
l	ă	s	u	false
l	ă	s	â	false
l	ă	s	ă	false
l	ă	t	a	false
l	ă	t	c	false
l	ă	t	c	true
l	ă	t	e	false
l	ă	t	i	false
l	ă	t	o	false
l	ă	t	r	false
l	ă	t	u	false
l	ă	t	ă	false
l	ă	u	a	false
l	ă	u	c	false
l	ă	u	c	true
l	ă	u	d	true
l	ă	u	l	false
l	ă	u	l	true
l	ă	u	n	false
l	ă	u	r	false
l	ă	u	r	true
l	ă	u	t	false
l	ă	u	t	true
l	ă	u	z	true
l	ă	v	a	false
l	ă	v	e	false
l	ă	v	i	false
l	ă	v	o	false
l	ă	v	r	false
l	ă	v	ă	false
l	ă	z	a	false
l	ă	z	e	false
l	ă	z	i	false
l	ă	z	u	false
l	ă	z	â	false
l	ă	z	ă	false
l	ă	ș	e	false
l	ă	ș	i	false
l	ă	ș	l	true
l	ă	ș	t	false
l	ă	ș	t	true
l	ă	ț	e	false
l	ă	ț	i	false
l	ă	ț	o	false
l	ș	a	r	false
l	ș	e	f	false
l	ș	e	v	true
l	ș	i	ț	true
l	ș	p	a	false
l	ș	u	g	false
l	ș	u	g	true
l	ț	a	i	false
l	ț	a	m	false
l	ț	a	n	false
l	ț	a	n	true
l	ț	a	r	false
l	ț	a	r	true
l	ț	a	s	true
l	ț	a	t	false
l	ț	a	t	true
l	ț	a	u	false
l	ț	a	v	true
l	ț	a	ș	false
l	ț	a	ț	false
l	ț	e	a	false
l	ț	e	i	false
l	ț	e	l	true
l	ț	e	n	false
l	ț	e	n	true
l	ț	e	s	false
l	ț	e	z	false
l	ț	e	z	true
l	ț	e	ș	false
l	ț	i	f	true
l	ț	i	g	true
l	ț	i	i	false
l	ț	i	l	true
l	ț	i	m	false
l	ț	i	m	true
l	ț	i	n	false
l	ț	i	r	false
l	ț	i	r	true
l	ț	i	s	true
l	ț	i	t	false
l	ț	i	t	true
l	ț	i	u	false
l	ț	i	u	true
l	ț	i	ș	false
l	ț	i	ș	true
l	ț	i	ț	false
l	ț	o	a	false
l	ț	o	s	false
l	ț	o	ș	false
l	ț	u	i	true
l	ț	u	l	false
l	ț	u	l	true
l	ț	u	m	true
l	ț	u	n	false
l	ț	u	n	true
l	ț	u	r	false
l	ț	u	r	true
l	ț	â	i	false
l	ț	â	i	true
l	ț	â	n	false
l	ț	â	n	true
l	ț	ă	m	false
l	ț	ă	m	true
l	ț	ă	r	false
l	ț	ă	r	true
l	ț	ă	t	true
m	a	a	p	true
m	a	a	r	false
m	a	a	r	true
m	a	b	i	false
m	a	b	r	false
m	a	c	a	false
m	a	c	c	true
m	a	c	e	false
m	a	c	f	true
m	a	c	h	false
m	a	c	h	true
m	a	c	i	false
m	a	c	l	false
m	a	c	m	true
m	a	c	o	false
m	a	c	r	false
m	a	c	t	true
m	a	c	u	false
m	a	c	â	false
m	a	c	ă	false
m	a	c	ș	false
m	a	c	ș	true
m	a	d	a	false
m	a	d	e	false
m	a	d	i	false
m	a	d	l	false
m	a	d	m	true
m	a	d	o	false
m	a	d	r	false
m	a	d	u	false
m	a	d	ă	false
m	a	e	s	false
m	a	e	ș	false
m	a	f	i	false
m	a	f	o	false
m	a	f	r	false
m	a	g	a	false
m	a	g	d	true
m	a	g	e	false
m	a	g	h	false
m	a	g	i	false
m	a	g	l	false
m	a	g	m	true
m	a	g	n	false
m	a	g	n	true
m	a	g	o	false
m	a	g	r	false
m	a	g	u	false
m	a	g	ă	false
m	a	h	a	false
m	a	h	d	true
m	a	h	i	false
m	a	h	m	true
m	a	h	o	false
m	a	h	t	false
m	a	h	t	true
m	a	h	z	true
m	a	h	ă	false
m	a	i	a	false
m	a	i	a	true
m	a	i	c	false
m	a	i	c	true
m	a	i	d	true
m	a	i	e	false
m	a	i	i	false
m	a	i	l	false
m	a	i	l	true
m	a	i	m	true
m	a	i	n	false
m	a	i	n	true
m	a	i	o	false
m	a	i	p	true
m	a	i	s	false
m	a	i	t	false
m	a	i	t	true
m	a	i	u	false
m	a	i	v	true
m	a	i	z	true
m	a	i	î	true
m	a	i	ș	false
m	a	i	ș	true
m	a	j	a	false
m	a	j	e	false
m	a	j	i	false
m	a	j	o	false
m	a	j	u	false
m	a	j	ă	false
m	a	k	e	false
m	a	l	a	false
m	a	l	a	true
m	a	l	b	true
m	a	l	c	true
m	a	l	d	true
m	a	l	e	false
m	a	l	f	true
m	a	l	g	true
m	a	l	i	false
m	a	l	m	false
m	a	l	m	true
m	a	l	n	true
m	a	l	o	false
m	a	l	o	true
m	a	l	p	true
m	a	l	t	false
m	a	l	t	true
m	a	l	u	false
m	a	l	v	true
m	a	l	â	false
m	a	l	ă	false
m	a	l	ț	false
m	a	l	ț	true
m	a	m	a	false
m	a	m	b	true
m	a	m	e	false
m	a	m	i	false
m	a	m	o	false
m	a	m	u	false
m	a	m	ă	false
m	a	n	a	false
m	a	n	c	true
m	a	n	d	false
m	a	n	d	true
m	a	n	e	false
m	a	n	f	true
m	a	n	g	true
m	a	n	i	false
m	a	n	j	true
m	a	n	l	true
m	a	n	o	false
m	a	n	o	true
m	a	n	s	true
m	a	n	t	false
m	a	n	t	true
m	a	n	u	false
m	a	n	z	false
m	a	n	z	true
m	a	n	â	false
m	a	n	ă	false
m	a	n	ș	false
m	a	n	ș	true
m	a	n	ț	false
m	a	n	ț	true
m	a	o	i	true
m	a	o	r	false
m	a	o	r	true
m	a	p	a	false
m	a	p	e	false
m	a	p	t	true
m	a	p	ă	false
m	a	q	u	false
m	a	r	a	false
m	a	r	c	false
m	a	r	c	true
m	a	r	d	true
m	a	r	e	false
m	a	r	f	true
m	a	r	g	true
m	a	r	h	false
m	a	r	h	true
m	a	r	i	false
m	a	r	j	true
m	a	r	k	false
m	a	r	k	true
m	a	r	m	true
m	a	r	n	true
m	a	r	o	false
m	a	r	s	true
m	a	r	t	true
m	a	r	u	false
m	a	r	x	true
m	a	r	â	false
m	a	r	ă	false
m	a	r	ș	false
m	a	r	ș	true
m	a	r	ț	false
m	a	r	ț	true
m	a	s	a	false
m	a	s	b	true
m	a	s	c	false
m	a	s	c	true
m	a	s	e	false
m	a	s	i	false
m	a	s	l	true
m	a	s	o	false
m	a	s	s	false
m	a	s	t	false
m	a	s	t	true
m	a	s	u	false
m	a	s	â	false
m	a	s	ă	false
m	a	t	a	false
m	a	t	a	true
m	a	t	c	true
m	a	t	e	false
m	a	t	e	true
m	a	t	i	false
m	a	t	l	false
m	a	t	o	false
m	a	t	o	true
m	a	t	r	false
m	a	t	u	false
m	a	t	u	true
m	a	t	â	false
m	a	t	ă	false
m	a	u	a	false
m	a	u	l	false
m	a	u	l	true
m	a	u	r	false
m	a	u	r	true
m	a	u	s	false
m	a	u	s	true
m	a	u	t	false
m	a	u	t	true
m	a	v	e	false
m	a	v	o	false
m	a	v	r	false
m	a	x	e	false
m	a	x	i	false
m	a	x	u	false
m	a	z	a	false
m	a	z	d	true
m	a	z	e	false
m	a	z	i	false
m	a	z	l	true
m	a	z	o	false
m	a	z	u	false
m	a	z	ă	false
m	a	ș	a	false
m	a	ș	c	true
m	a	ș	e	false
m	a	ș	i	false
m	a	ș	t	false
m	a	ș	t	true
m	a	ș	u	false
m	a	ș	â	false
m	a	ș	ă	false
m	a	ț	e	false
m	a	ț	i	false
m	a	ț	u	false
m	a	ț	ă	false
m	b	a	a	true
m	b	a	b	true
m	b	a	c	false
m	b	a	c	true
m	b	a	d	true
m	b	a	g	true
m	b	a	i	false
m	b	a	i	true
m	b	a	j	false
m	b	a	j	true
m	b	a	l	false
m	b	a	l	true
m	b	a	m	false
m	b	a	m	true
m	b	a	n	false
m	b	a	n	true
m	b	a	o	true
m	b	a	p	true
m	b	a	r	false
m	b	a	r	true
m	b	a	s	false
m	b	a	s	true
m	b	a	t	false
m	b	a	t	true
m	b	a	u	false
m	b	a	u	true
m	b	a	v	true
m	b	a	z	true
m	b	a	ș	false
m	b	a	ș	true
m	b	a	ț	false
m	b	a	ț	true
m	b	e	a	false
m	b	e	c	false
m	b	e	c	true
m	b	e	i	false
m	b	e	i	true
m	b	e	l	false
m	b	e	l	true
m	b	e	n	false
m	b	e	r	false
m	b	e	r	true
m	b	e	s	false
m	b	e	t	false
m	b	e	t	true
m	b	e	u	false
m	b	e	u	true
m	b	e	z	false
m	b	e	z	true
m	b	e	ș	false
m	b	e	ț	false
m	b	e	ț	true
m	b	i	a	false
m	b	i	a	true
m	b	i	b	false
